TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
LAC,12/31/2015,LAC @ NOP,W,241,95,6
MIN,12/31/2015,MIN @ DET,L,241,90,-25
UTA,12/31/2015,UTA vs. POR,W,239,109,13
MIL,12/31/2015,MIL @ IND,W,241,120,4
POR,12/31/2015,POR @ UTA,L,240,96,-13
IND,12/31/2015,IND vs. MIL,L,240,116,-4
TOR,01/01/2016,TOR vs. CHA,W,240,104,10
CHI,01/01/2016,CHI vs. NYK,W,238,108,27
LAL,01/01/2016,LAL vs. PHI,W,240,93,9
ORL,01/01/2016,ORL @ WAS,L,240,91,-12
PHI,01/01/2016,PHI @ LAL,L,240,84,-9
DAL,01/01/2016,DAL @ MIA,L,239,82,-24
MIA,01/01/2016,MIA vs. DAL,W,240,106,24
CHA,01/01/2016,CHA @ TOR,L,240,94,-10
WAS,01/01/2016,WAS vs. ORL,W,241,103,12
NYK,01/01/2016,NYK @ CHI,L,242,81,-27
IND,01/02/2016,IND vs. DET,W,241,94,12
CLE,01/02/2016,CLE vs. ORL,W,240,104,25
CHA,01/02/2016,CHA vs. OKC,L,241,90,-19
DET,01/02/2016,DET @ IND,L,240,82,-12
SAS,01/02/2016,SAS vs. HOU,W,238,121,18
BKN,01/02/2016,BKN @ BOS,W,240,100,3
BOS,01/02/2016,BOS vs. BKN,L,239,97,-3
MEM,01/02/2016,MEM @ UTA,L,264,87,-5
MIL,01/02/2016,MIL @ MIN,W,240,95,10
OKC,01/02/2016,OKC @ CHA,W,241,109,19
ORL,01/02/2016,ORL @ CLE,L,240,79,-25
HOU,01/02/2016,HOU @ SAS,L,239,103,-18
DEN,01/02/2016,DEN @ GSW,L,265,108,-3
LAC,01/02/2016,LAC vs. PHI,W,240,130,31
DAL,01/02/2016,DAL vs. NOP,L,239,98,-7
GSW,01/02/2016,GSW vs. DEN,W,264,111,3
NOP,01/02/2016,NOP @ DAL,W,240,105,7
MIN,01/02/2016,MIN vs. MIL,L,239,85,-10
SAC,01/02/2016,SAC vs. PHX,W,241,142,23
PHI,01/02/2016,PHI @ LAC,L,240,99,-31
PHX,01/02/2016,PHX @ SAC,L,238,119,-23
UTA,01/02/2016,UTA vs. MEM,W,265,92,5
CHI,01/03/2016,CHI @ TOR,W,241,115,2
DEN,01/03/2016,DEN vs. POR,L,240,106,-6
ATL,01/03/2016,ATL @ NYK,L,241,97,-14
TOR,01/03/2016,TOR vs. CHI,L,240,113,-2
MIA,01/03/2016,MIA @ WAS,W,241,97,22
NYK,01/03/2016,NYK vs. ATL,W,239,111,14
PHX,01/03/2016,PHX @ LAL,L,239,77,-20
WAS,01/03/2016,WAS vs. MIA,L,240,75,-22
POR,01/03/2016,POR @ DEN,W,241,112,6
LAL,01/03/2016,LAL vs. PHX,W,240,97,20
GSW,01/04/2016,GSW vs. CHA,W,241,111,10
BKN,01/04/2016,BKN vs. BOS,L,239,94,-9
TOR,01/04/2016,TOR @ CLE,L,240,100,-22
MEM,01/04/2016,MEM @ POR,W,240,91,13
POR,01/04/2016,POR vs. MEM,L,241,78,-13
ORL,01/04/2016,ORL @ DET,L,240,89,-26
UTA,01/04/2016,UTA vs. HOU,L,241,91,-2
SAS,01/04/2016,SAS @ MIL,W,240,123,25
HOU,01/04/2016,HOU @ UTA,W,240,93,2
MIL,01/04/2016,MIL vs. SAS,L,240,98,-25
DET,01/04/2016,DET vs. ORL,W,242,115,26
BOS,01/04/2016,BOS @ BKN,W,242,103,9
PHI,01/04/2016,PHI vs. MIN,W,241,109,10
SAC,01/04/2016,SAC @ OKC,W,240,116,12
MIN,01/04/2016,MIN @ PHI,L,240,99,-10
OKC,01/04/2016,OKC vs. SAC,L,240,104,-12
CLE,01/04/2016,CLE vs. TOR,W,241,122,22
CHA,01/04/2016,CHA @ GSW,L,240,101,-10
MIA,01/04/2016,MIA vs. IND,W,267,103,3
IND,01/04/2016,IND @ MIA,L,265,100,-3
GSW,01/05/2016,GSW @ LAL,W,240,109,21
CHI,01/05/2016,CHI vs. MIL,W,240,117,11
LAL,01/05/2016,LAL vs. GSW,L,241,88,-21
DAL,01/05/2016,DAL vs. SAC,W,290,117,1
NYK,01/05/2016,NYK @ ATL,W,241,107,6
SAC,01/05/2016,SAC @ DAL,L,289,116,-1
MIL,01/05/2016,MIL @ CHI,L,238,106,-11
ATL,01/05/2016,ATL vs. NYK,L,239,101,-6
BKN,01/06/2016,BKN vs. TOR,L,242,74,-17
SAS,01/06/2016,SAS vs. UTA,W,240,123,25
NYK,01/06/2016,NYK @ MIA,W,241,98,8
ORL,01/06/2016,ORL vs. IND,L,240,86,-9
CHA,01/06/2016,CHA @ PHX,L,239,102,-9
IND,01/06/2016,IND @ ORL,W,240,95,9
MIN,01/06/2016,MIN vs. DEN,L,240,74,-4
DAL,01/06/2016,DAL @ NOP,W,239,100,9
BOS,01/06/2016,BOS vs. DET,L,240,94,-5
PHX,01/06/2016,PHX vs. CHA,W,240,111,9
MEM,01/06/2016,MEM @ OKC,L,240,94,-18
OKC,01/06/2016,OKC vs. MEM,W,240,112,18
NOP,01/06/2016,NOP vs. DAL,L,240,91,-9
UTA,01/06/2016,UTA @ SAS,L,241,98,-25
DET,01/06/2016,DET @ BOS,W,239,99,5
MIA,01/06/2016,MIA vs. NYK,L,239,90,-8
LAC,01/06/2016,LAC @ POR,W,240,109,11
TOR,01/06/2016,TOR @ BKN,W,240,91,17
POR,01/06/2016,POR vs. LAC,L,241,98,-11
DEN,01/06/2016,DEN @ MIN,W,240,78,4
WAS,01/06/2016,WAS vs. CLE,L,239,115,-6
CLE,01/06/2016,CLE @ WAS,W,242,121,6
SAC,01/07/2016,SAC vs. LAL,W,242,118,3
ATL,01/07/2016,ATL @ PHI,W,239,126,28
UTA,01/07/2016,UTA @ HOU,L,239,94,-9
BOS,01/07/2016,BOS @ CHI,L,240,92,-9
LAL,01/07/2016,LAL @ SAC,L,240,115,-3
HOU,01/07/2016,HOU vs. UTA,W,238,103,9
CHI,01/07/2016,CHI vs. BOS,W,241,101,9
PHI,01/07/2016,PHI vs. ATL,L,239,98,-28
POR,01/08/2016,POR vs. GSW,L,240,108,-20
NYK,01/08/2016,NYK @ SAS,L,239,99,-1
ORL,01/08/2016,ORL @ BKN,W,240,83,6
NOP,01/08/2016,NOP vs. IND,L,240,86,-5
IND,01/08/2016,IND @ NOP,W,241,91,5
MEM,01/08/2016,MEM vs. DEN,W,239,91,7
TOR,01/08/2016,TOR @ WAS,W,240,97,9
SAS,01/08/2016,SAS vs. NYK,W,240,100,1
MIL,01/08/2016,MIL vs. DAL,W,240,96,1
LAL,01/08/2016,LAL vs. OKC,L,239,113,-4
WAS,01/08/2016,WAS vs. TOR,L,238,88,-9
BKN,01/08/2016,BKN vs. ORL,L,241,77,-6
MIA,01/08/2016,MIA @ PHX,W,241,103,8
PHX,01/08/2016,PHX vs. MIA,L,239,95,-8
GSW,01/08/2016,GSW @ POR,W,241,128,20
OKC,01/08/2016,OKC @ LAL,W,242,117,4
MIN,01/08/2016,MIN vs. CLE,L,238,99,-26
DAL,01/08/2016,DAL @ MIL,L,239,95,-1
DEN,01/08/2016,DEN @ MEM,L,241,84,-7
CLE,01/08/2016,CLE @ MIN,W,241,125,26
ORL,01/09/2016,ORL vs. WAS,L,241,99,-6
CHA,01/09/2016,CHA @ LAC,L,240,83,-14
ATL,01/09/2016,ATL vs. CHI,W,239,120,15
MIA,01/09/2016,MIA @ UTA,L,240,83,-15
LAC,01/09/2016,LAC vs. CHA,W,240,97,14
SAC,01/09/2016,SAC vs. GSW,L,239,116,-12
DET,01/09/2016,DET vs. BKN,W,240,103,14
TOR,01/09/2016,TOR @ PHI,W,242,108,13
GSW,01/09/2016,GSW @ SAC,W,240,128,12
WAS,01/09/2016,WAS @ ORL,W,239,105,6
PHI,01/09/2016,PHI vs. TOR,L,241,95,-13
UTA,01/09/2016,UTA vs. MIA,W,240,98,15
BKN,01/09/2016,BKN @ DET,L,241,89,-14
CHI,01/09/2016,CHI @ ATL,L,238,105,-15
CLE,01/10/2016,CLE @ PHI,W,241,95,10
LAL,01/10/2016,LAL vs. UTA,L,241,74,-12
UTA,01/10/2016,UTA @ LAL,W,240,86,12
MIL,01/10/2016,MIL @ NYK,L,239,88,-12
PHI,01/10/2016,PHI vs. CLE,L,240,85,-10
NYK,01/10/2016,NYK vs. MIL,W,239,100,12
NOP,01/10/2016,NOP @ LAC,L,264,111,-3
OKC,01/10/2016,OKC @ POR,L,241,110,-5
CHA,01/10/2016,CHA @ DEN,L,241,92,-3
HOU,01/10/2016,HOU vs. IND,W,267,107,4
LAC,01/10/2016,LAC vs. NOP,W,265,114,3
DEN,01/10/2016,DEN vs. CHA,W,240,95,3
MIN,01/10/2016,MIN vs. DAL,L,239,87,-6
POR,01/10/2016,POR vs. OKC,W,239,115,5
MEM,01/10/2016,MEM vs. BOS,W,239,101,3
DAL,01/10/2016,DAL @ MIN,W,240,93,6
IND,01/10/2016,IND @ HOU,L,267,103,-4
BOS,01/10/2016,BOS @ MEM,L,241,98,-3
WAS,01/11/2016,WAS @ CHI,W,241,114,14
SAS,01/11/2016,SAS @ BKN,W,240,106,27
CHI,01/11/2016,CHI vs. WAS,L,243,100,-14
GSW,01/11/2016,GSW vs. MIA,W,241,111,8
BKN,01/11/2016,BKN vs. SAS,L,240,79,-27
MIA,01/11/2016,MIA @ GSW,L,242,103,-8
NOP,01/12/2016,NOP @ LAL,L,239,91,-4
SAS,01/12/2016,SAS @ DET,W,241,109,10
OKC,01/12/2016,OKC @ MIN,W,241,101,5
MIN,01/12/2016,MIN vs. OKC,L,240,96,-5
CHI,01/12/2016,CHI @ MIL,L,240,101,-5
CLE,01/12/2016,CLE @ DAL,W,265,110,3
BOS,01/12/2016,BOS @ NYK,L,241,114,-6
PHX,01/12/2016,PHX @ IND,L,240,97,-19
LAL,01/12/2016,LAL vs. NOP,W,240,95,4
HOU,01/12/2016,HOU @ MEM,W,240,107,16
IND,01/12/2016,IND vs. PHX,W,239,116,19
NYK,01/12/2016,NYK vs. BOS,W,240,120,6
DAL,01/12/2016,DAL vs. CLE,L,265,107,-3
MIL,01/12/2016,MIL vs. CHI,W,241,106,5
MEM,01/12/2016,MEM vs. HOU,L,239,91,-16
DET,01/12/2016,DET vs. SAS,L,240,99,-10
HOU,01/13/2016,HOU vs. MIN,W,240,107,3
NYK,01/13/2016,NYK @ BKN,L,240,104,-6
POR,01/13/2016,POR vs. UTA,W,239,99,14
MIN,01/13/2016,MIN @ HOU,L,241,104,-3
WAS,01/13/2016,WAS vs. MIL,W,239,106,5
LAC,01/13/2016,LAC vs. MIA,W,240,104,14
UTA,01/13/2016,UTA @ POR,L,240,85,-14
SAC,01/13/2016,SAC vs. NOP,L,242,97,-12
MIA,01/13/2016,MIA @ LAC,L,240,90,-14
CHA,01/13/2016,CHA vs. ATL,W,239,107,23
DEN,01/13/2016,DEN vs. GSW,W,239,112,2
BKN,01/13/2016,BKN vs. NYK,W,241,110,6
OKC,01/13/2016,OKC vs. DAL,W,240,108,19
ATL,01/13/2016,ATL @ CHA,L,240,84,-23
NOP,01/13/2016,NOP @ SAC,W,240,109,12
BOS,01/13/2016,BOS vs. IND,W,240,103,9
IND,01/13/2016,IND @ BOS,L,239,94,-9
GSW,01/13/2016,GSW @ DEN,L,242,110,-2
DAL,01/13/2016,DAL @ OKC,L,240,89,-19
MIL,01/13/2016,MIL @ WAS,L,240,101,-5
CHI,01/14/2016,CHI @ PHI,W,264,115,4
SAS,01/14/2016,SAS vs. CLE,W,239,99,4
SAC,01/14/2016,SAC @ UTA,W,241,103,2
UTA,01/14/2016,UTA vs. SAC,L,238,101,-2
PHI,01/14/2016,PHI vs. CHI,L,266,111,-4
LAL,01/14/2016,LAL @ GSW,L,242,98,-18
ORL,01/14/2016,ORL vs. TOR,L,265,103,-3
CLE,01/14/2016,CLE @ SAS,L,239,95,-4
TOR,01/14/2016,TOR @ ORL,W,267,106,3
DET,01/14/2016,DET @ MEM,L,240,101,-2
GSW,01/14/2016,GSW vs. LAL,W,240,116,18
MEM,01/14/2016,MEM vs. DET,W,241,103,2
MIN,01/15/2016,MIN @ OKC,L,242,93,-20
ATL,01/15/2016,ATL @ MIL,L,264,101,-7
DAL,01/15/2016,DAL @ CHI,W,240,83,6
BKN,01/15/2016,BKN vs. POR,L,240,104,-12
DEN,01/15/2016,DEN vs. MIA,L,241,95,-3
WAS,01/15/2016,WAS @ IND,W,240,118,14
CLE,01/15/2016,CLE @ HOU,W,241,91,14
IND,01/15/2016,IND vs. WAS,L,240,104,-14
OKC,01/15/2016,OKC vs. MIN,W,242,113,20
CHI,01/15/2016,CHI vs. DAL,L,240,77,-6
CHA,01/15/2016,CHA @ NOP,L,241,107,-2
POR,01/15/2016,POR @ BKN,W,240,116,12
BOS,01/15/2016,BOS vs. PHX,W,241,117,14
MIL,01/15/2016,MIL vs. ATL,W,264,108,7
PHX,01/15/2016,PHX @ BOS,L,240,103,-14
MIA,01/15/2016,MIA @ DEN,W,240,98,3
HOU,01/15/2016,HOU vs. CLE,L,238,77,-14
NOP,01/15/2016,NOP vs. CHA,W,239,109,2
SAC,01/16/2016,SAC @ LAC,W,240,110,7
MEM,01/16/2016,MEM vs. NYK,W,241,103,8
GSW,01/16/2016,GSW @ DET,L,240,95,-18
ATL,01/16/2016,ATL vs. BKN,W,240,114,28
UTA,01/16/2016,UTA vs. LAL,W,238,109,27
LAL,01/16/2016,LAL @ UTA,L,241,82,-27
PHI,01/16/2016,PHI vs. POR,W,240,114,25
BOS,01/16/2016,BOS @ WAS,W,242,119,2
LAC,01/16/2016,LAC vs. SAC,L,239,103,-7
WAS,01/16/2016,WAS vs. BOS,L,240,117,-2
POR,01/16/2016,POR @ PHI,L,240,89,-25
MIL,01/16/2016,MIL @ CHA,W,242,105,13
BKN,01/16/2016,BKN @ ATL,L,241,86,-28
CHA,01/16/2016,CHA vs. MIL,L,242,92,-13
DET,01/16/2016,DET vs. GSW,W,240,113,18
NYK,01/16/2016,NYK @ MEM,L,239,95,-8
DEN,01/17/2016,DEN vs. IND,W,240,129,3
MIN,01/17/2016,MIN vs. PHX,W,241,117,30
DAL,01/17/2016,DAL @ SAS,L,240,83,-29
PHX,01/17/2016,PHX @ MIN,L,240,87,-30
OKC,01/17/2016,OKC vs. MIA,W,240,99,25
LAL,01/17/2016,LAL vs. HOU,L,239,95,-17
MIA,01/17/2016,MIA @ OKC,L,241,74,-25
SAS,01/17/2016,SAS vs. DAL,W,239,112,29
IND,01/17/2016,IND @ DEN,L,241,126,-3
HOU,01/17/2016,HOU @ LAL,W,239,112,17
HOU,01/18/2016,HOU @ LAC,L,264,132,-8
BKN,01/18/2016,BKN @ TOR,L,240,100,-12
CHI,01/18/2016,CHI @ DET,W,240,111,10
LAC,01/18/2016,LAC vs. HOU,W,265,140,8
GSW,01/18/2016,GSW @ CLE,W,239,132,34
MEM,01/18/2016,MEM vs. NOP,W,240,101,2
UTA,01/18/2016,UTA @ CHA,L,290,119,-5
POR,01/18/2016,POR @ WAS,W,241,108,10
DAL,01/18/2016,DAL vs. BOS,W,265,118,5
ATL,01/18/2016,ATL vs. ORL,W,239,98,17
BOS,01/18/2016,BOS @ DAL,L,267,113,-5
DET,01/18/2016,DET vs. CHI,L,240,101,-10
WAS,01/18/2016,WAS vs. POR,L,240,98,-10
NOP,01/18/2016,NOP @ MEM,L,240,99,-2
TOR,01/18/2016,TOR vs. BKN,W,241,112,12
CLE,01/18/2016,CLE vs. GSW,L,240,98,-34
ORL,01/18/2016,ORL @ ATL,L,242,81,-17
CHA,01/18/2016,CHA vs. UTA,W,291,124,5
PHI,01/18/2016,PHI @ NYK,L,291,113,-6
NYK,01/18/2016,NYK vs. PHI,W,289,119,6
MIL,01/19/2016,MIL @ MIA,W,242,91,12
DEN,01/19/2016,DEN vs. OKC,L,240,104,-6
MIN,01/19/2016,MIN @ NOP,L,240,99,-15
NOP,01/19/2016,NOP vs. MIN,W,240,114,15
PHX,01/19/2016,PHX vs. IND,L,241,94,-3
OKC,01/19/2016,OKC @ DEN,W,239,110,6
MIA,01/19/2016,MIA vs. MIL,L,239,79,-12
IND,01/19/2016,IND @ PHX,W,240,97,3
GSW,01/20/2016,GSW @ CHI,W,241,125,31
SAC,01/20/2016,SAC @ LAL,W,238,112,19
PHI,01/20/2016,PHI @ ORL,W,241,96,9
MIA,01/20/2016,MIA @ WAS,L,240,87,-19
CHA,01/20/2016,CHA @ OKC,L,239,95,-14
POR,01/20/2016,POR vs. ATL,L,242,98,-6
BOS,01/20/2016,BOS @ TOR,L,240,109,-6
DAL,01/20/2016,DAL vs. MIN,W,265,106,12
UTA,01/20/2016,UTA @ NYK,L,264,111,-7
CLE,01/20/2016,CLE @ BKN,W,240,91,13
MIN,01/20/2016,MIN @ DAL,L,264,94,-12
DET,01/20/2016,DET @ HOU,W,239,123,9
TOR,01/20/2016,TOR vs. BOS,W,240,115,6
LAL,01/20/2016,LAL vs. SAC,L,240,93,-19
ATL,01/20/2016,ATL @ POR,W,240,104,6
ORL,01/20/2016,ORL vs. PHI,L,239,87,-9
NYK,01/20/2016,NYK vs. UTA,W,265,118,7
CHI,01/20/2016,CHI vs. GSW,L,240,94,-31
OKC,01/20/2016,OKC vs. CHA,W,240,109,14
WAS,01/20/2016,WAS vs. MIA,W,239,106,19
BKN,01/20/2016,BKN vs. CLE,L,241,78,-13
HOU,01/20/2016,HOU vs. DET,L,239,114,-9
CLE,01/21/2016,CLE vs. LAC,W,239,115,13
MEM,01/21/2016,MEM @ DEN,W,239,102,1
SAS,01/21/2016,SAS @ PHX,W,241,117,28
ATL,01/21/2016,ATL @ SAC,L,240,88,-3
DET,01/21/2016,DET @ NOP,L,240,99,-16
NOP,01/21/2016,NOP vs. DET,W,242,115,16
PHX,01/21/2016,PHX vs. SAS,L,240,89,-28
SAC,01/21/2016,SAC vs. ATL,W,240,91,3
DEN,01/21/2016,DEN vs. MEM,L,241,101,-1
LAC,01/21/2016,LAC @ CLE,L,242,102,-13
NYK,01/22/2016,NYK vs. LAC,L,240,88,-28
LAL,01/22/2016,LAL vs. SAS,L,239,95,-13
TOR,01/22/2016,TOR vs. MIA,W,242,101,20
HOU,01/22/2016,HOU vs. MIL,W,241,102,4
SAS,01/22/2016,SAS @ LAL,W,239,108,13
IND,01/22/2016,IND @ GSW,L,240,110,-12
CHA,01/22/2016,CHA @ ORL,W,265,120,4
GSW,01/22/2016,GSW vs. IND,W,240,122,12
CHI,01/22/2016,CHI @ BOS,L,240,101,-9
MIA,01/22/2016,MIA @ TOR,L,241,81,-20
OKC,01/22/2016,OKC @ DAL,W,240,109,3
MIL,01/22/2016,MIL @ HOU,L,241,98,-4
BOS,01/22/2016,BOS vs. CHI,W,240,110,9
UTA,01/22/2016,UTA @ BKN,W,240,108,22
LAC,01/22/2016,LAC @ NYK,W,240,116,28
ORL,01/22/2016,ORL vs. CHA,L,265,116,-4
DAL,01/22/2016,DAL vs. OKC,L,239,106,-3
BKN,01/22/2016,BKN vs. UTA,L,239,86,-22
CHI,01/23/2016,CHI @ CLE,W,240,96,13
POR,01/23/2016,POR vs. LAL,W,238,121,18
ATL,01/23/2016,ATL @ PHX,L,240,95,-3
LAL,01/23/2016,LAL @ POR,L,241,103,-18
DET,01/23/2016,DET @ DEN,L,240,101,-3
MIN,01/23/2016,MIN vs. MEM,W,239,106,5
MEM,01/23/2016,MEM @ MIN,L,241,101,-5
CLE,01/23/2016,CLE vs. CHI,L,241,83,-13
SAC,01/23/2016,SAC vs. IND,W,240,108,11
IND,01/23/2016,IND @ SAC,L,242,97,-11
MIL,01/23/2016,MIL @ NOP,L,240,99,-17
NOP,01/23/2016,NOP vs. MIL,W,241,116,17
DEN,01/23/2016,DEN vs. DET,W,239,104,3
PHX,01/23/2016,PHX vs. ATL,W,240,98,3
NYK,01/23/2016,NYK @ CHA,L,241,84,-13
CHA,01/23/2016,CHA vs. NYK,W,240,97,13
PHI,01/24/2016,PHI vs. BOS,L,241,92,-20
BOS,01/24/2016,BOS @ PHI,W,239,112,20
BKN,01/24/2016,BKN vs. OKC,W,239,116,10
TOR,01/24/2016,TOR vs. LAC,W,240,112,18
DAL,01/24/2016,DAL @ HOU,L,240,104,-11
OKC,01/24/2016,OKC @ BKN,L,241,106,-10
HOU,01/24/2016,HOU vs. DAL,W,241,115,11
LAC,01/24/2016,LAC @ TOR,L,239,94,-18
MIA,01/25/2016,MIA @ CHI,W,241,89,5
CHI,01/25/2016,CHI vs. MIA,L,240,84,-5
UTA,01/25/2016,UTA vs. DET,L,240,92,-3
SAC,01/25/2016,SAC vs. CHA,L,290,128,-1
HOU,01/25/2016,HOU @ NOP,W,240,112,1
GSW,01/25/2016,GSW vs. SAS,W,238,120,30
NOP,01/25/2016,NOP vs. HOU,L,240,111,-1
ORL,01/25/2016,ORL @ MEM,L,263,102,-6
MEM,01/25/2016,MEM vs. ORL,W,264,108,6
ATL,01/25/2016,ATL @ DEN,W,241,119,14
BOS,01/25/2016,BOS @ WAS,W,239,116,25
WAS,01/25/2016,WAS vs. BOS,L,238,91,-25
DET,01/25/2016,DET @ UTA,W,240,95,3
CLE,01/25/2016,CLE vs. MIN,W,239,114,7
SAS,01/25/2016,SAS @ GSW,L,238,90,-30
CHA,01/25/2016,CHA @ SAC,W,290,129,1
DEN,01/25/2016,DEN vs. ATL,L,240,105,-14
MIN,01/25/2016,MIN @ CLE,L,241,107,-7
POR,01/26/2016,POR vs. SAC,W,240,112,15
LAL,01/26/2016,LAL vs. DAL,L,242,90,-2
TOR,01/26/2016,TOR vs. WAS,W,241,106,17
PHX,01/26/2016,PHX @ PHI,L,239,103,-10
DAL,01/26/2016,DAL @ LAL,W,239,92,2
MIA,01/26/2016,MIA @ BKN,W,240,102,4
OKC,01/26/2016,OKC @ NYK,W,265,128,6
PHI,01/26/2016,PHI vs. PHX,W,241,113,10
ORL,01/26/2016,ORL @ MIL,L,239,100,-7
SAC,01/26/2016,SAC @ POR,L,241,97,-15
MIL,01/26/2016,MIL vs. ORL,W,239,107,7
LAC,01/26/2016,LAC @ IND,W,240,91,2
IND,01/26/2016,IND vs. LAC,L,240,89,-2
WAS,01/26/2016,WAS @ TOR,L,242,89,-17
NYK,01/26/2016,NYK vs. OKC,L,264,122,-6
BKN,01/26/2016,BKN vs. MIA,L,239,98,-4
BOS,01/27/2016,BOS vs. DEN,W,241,111,8
PHX,01/27/2016,PHX @ CLE,L,240,93,-22
PHI,01/27/2016,PHI @ DET,L,240,97,-13
SAS,01/27/2016,SAS vs. HOU,W,242,130,31
ATL,01/27/2016,ATL vs. LAC,L,241,83,-2
OKC,01/27/2016,OKC @ MIN,W,240,126,3
UTA,01/27/2016,UTA vs. CHA,W,241,102,29
DEN,01/27/2016,DEN @ BOS,L,239,103,-8
CHA,01/27/2016,CHA @ UTA,L,240,73,-29
DET,01/27/2016,DET vs. PHI,W,241,110,13
GSW,01/27/2016,GSW vs. DAL,W,241,127,20
CLE,01/27/2016,CLE vs. PHX,W,239,115,22
MIN,01/27/2016,MIN vs. OKC,L,239,123,-3
DAL,01/27/2016,DAL @ GSW,L,240,107,-20
LAC,01/27/2016,LAC @ ATL,W,240,85,2
HOU,01/27/2016,HOU @ SAS,L,241,99,-31
TOR,01/28/2016,TOR vs. NYK,W,239,103,10
NYK,01/28/2016,NYK @ TOR,L,239,93,-10
CHI,01/28/2016,CHI @ LAL,W,239,114,23
MEM,01/28/2016,MEM vs. MIL,W,240,103,20
IND,01/28/2016,IND vs. ATL,W,241,111,19
SAC,01/28/2016,SAC @ NOP,L,241,105,-9
ATL,01/28/2016,ATL @ IND,L,239,92,-19
WAS,01/28/2016,WAS vs. DEN,L,239,113,-4
NOP,01/28/2016,NOP vs. SAC,W,240,114,9
DEN,01/28/2016,DEN @ WAS,W,240,117,4
LAL,01/28/2016,LAL vs. CHI,L,242,91,-23
MIL,01/28/2016,MIL @ MEM,L,240,83,-20
POR,01/29/2016,POR vs. CHA,W,241,109,18
CLE,01/29/2016,CLE @ DET,W,240,114,8
BOS,01/29/2016,BOS vs. ORL,W,239,113,19
LAC,01/29/2016,LAC vs. LAL,W,240,105,12
MIA,01/29/2016,MIA @ MIL,W,241,107,4
MIN,01/29/2016,MIN @ UTA,L,241,90,-13
ORL,01/29/2016,ORL @ BOS,L,240,94,-19
LAL,01/29/2016,LAL @ LAC,L,240,93,-12
DAL,01/29/2016,DAL vs. BKN,W,239,91,12
NYK,01/29/2016,NYK vs. PHX,W,239,102,18
OKC,01/29/2016,OKC vs. HOU,W,239,116,8
MIL,01/29/2016,MIL vs. MIA,L,239,103,-4
CHA,01/29/2016,CHA @ POR,L,240,91,-18
UTA,01/29/2016,UTA vs. MIN,W,240,103,13
PHX,01/29/2016,PHX @ NYK,L,241,84,-18
DET,01/29/2016,DET vs. CLE,L,239,106,-8
HOU,01/29/2016,HOU @ OKC,L,240,108,-8
BKN,01/29/2016,BKN @ DAL,L,239,79,-12
IND,01/30/2016,IND vs. DEN,W,264,109,4
SAC,01/30/2016,SAC @ MEM,L,241,117,-4
HOU,01/30/2016,HOU vs. WAS,L,241,122,-1
WAS,01/30/2016,WAS @ HOU,W,240,123,1
SAS,01/30/2016,SAS @ CLE,L,239,103,-14
DET,01/30/2016,DET @ TOR,L,239,107,-4
PHI,01/30/2016,PHI vs. GSW,L,241,105,-3
GSW,01/30/2016,GSW @ PHI,W,240,108,12
CLE,01/30/2016,CLE vs. SAS,W,240,117,14
TOR,01/30/2016,TOR vs. DET,W,241,111,4
DEN,01/30/2016,DEN @ IND,L,264,105,-4
BKN,01/30/2016,BKN @ NOP,L,240,103,-2
NOP,01/30/2016,NOP vs. BKN,W,240,105,2
MEM,01/30/2016,MEM vs. SAC,W,241,121,4
ATL,01/31/2016,ATL @ MIA,L,240,87,-18
CHA,01/31/2016,CHA @ LAL,W,240,101,19
MIA,01/31/2016,MIA vs. ATL,W,238,105,18
CHI,01/31/2016,CHI @ LAC,L,240,93,-27
MIN,01/31/2016,MIN @ POR,L,238,93,-3
POR,01/31/2016,POR vs. MIN,W,240,96,3
NYK,01/31/2016,NYK vs. GSW,L,241,95,-21
PHX,01/31/2016,PHX @ DAL,L,240,78,-13
LAL,01/31/2016,LAL vs. CHA,L,240,82,-19
ORL,01/31/2016,ORL vs. BOS,W,241,119,5
DAL,01/31/2016,DAL vs. PHX,W,241,91,13
BOS,01/31/2016,BOS @ ORL,L,240,114,-5
GSW,01/31/2016,GSW @ NYK,W,238,116,21
LAC,01/31/2016,LAC vs. CHI,W,241,120,27
IND,02/01/2016,IND vs. CLE,L,265,106,-5
DAL,02/01/2016,DAL @ ATL,L,239,97,-15
WAS,02/01/2016,WAS @ OKC,L,239,98,-16
DET,02/01/2016,DET @ BKN,W,240,105,5
DEN,02/01/2016,DEN vs. TOR,W,239,112,19
OKC,02/01/2016,OKC vs. WAS,W,240,114,16
UTA,02/01/2016,UTA vs. CHI,W,266,105,9
SAS,02/01/2016,SAS vs. ORL,W,240,107,15
SAC,02/01/2016,SAC vs. MIL,W,241,111,7
BKN,02/01/2016,BKN vs. DET,L,240,100,-5
ATL,02/01/2016,ATL vs. DAL,W,240,112,15
MIL,02/01/2016,MIL @ SAC,L,239,104,-7
CLE,02/01/2016,CLE @ IND,W,265,111,5
TOR,02/01/2016,TOR @ DEN,L,240,93,-19
CHI,02/01/2016,CHI @ UTA,L,266,96,-9
ORL,02/01/2016,ORL @ SAS,L,241,92,-15
NOP,02/01/2016,NOP vs. MEM,L,239,95,-15
MEM,02/01/2016,MEM @ NOP,W,241,110,15
TOR,02/02/2016,TOR @ PHX,W,241,104,7
PHX,02/02/2016,PHX vs. TOR,L,238,97,-7
