PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Trey Lyles,UTA,12/05/2016,UTA @ LAL,W,25,9,-13
Andre Roberson,OKC,12/05/2016,OKC @ ATL,W,38,4,4
Jarell Martin,MEM,12/05/2016,MEM @ NOP,W,20,2,-14
Tony Allen,MEM,12/05/2016,MEM @ NOP,W,42,19,9
Sean Kilpatrick,BKN,12/05/2016,BKN vs. WAS,L,33,21,-2
Hollis Thompson,PHI,12/05/2016,PHI vs. DEN,L,15,0,-11
Joffrey Lauvergne,OKC,12/05/2016,OKC @ ATL,W,5,3,4
Nik Stauskas,PHI,12/05/2016,PHI vs. DEN,L,35,4,2
Troy Williams,MEM,12/06/2016,MEM vs. PHI,W,31,8,-11
Richaun Holmes,PHI,12/06/2016,PHI @ MEM,L,34,10,-7
Ricky Rubio,MIN,12/06/2016,MIN vs. SAS,L,31,4,-5
Kyle O'Quinn,NYK,12/06/2016,NYK @ MIA,W,27,12,5
Kyle Anderson,SAS,12/06/2016,SAS @ MIN,W,22,11,7
Tony Allen,MEM,12/06/2016,MEM vs. PHI,W,27,9,7
Josh McRoberts,MIA,12/06/2016,MIA vs. NYK,L,29,7,-1
Andre Drummond,DET,12/06/2016,DET vs. CHI,W,25,15,-5
Kawhi Leonard,SAS,12/06/2016,SAS @ MIN,W,36,31,16
Darrun Hilliard,DET,12/06/2016,DET vs. CHI,W,17,9,17
Hollis Thompson,PHI,12/06/2016,PHI @ MEM,L,23,7,-6
Nikola Vucevic,ORL,12/06/2016,ORL @ WAS,W,25,10,4
Troy Daniels,MEM,12/06/2016,MEM vs. PHI,W,25,10,14
Wade Baldwin IV,MEM,12/06/2016,MEM vs. PHI,W,24,11,-2
Andrew Wiggins,MIN,12/06/2016,MIN vs. SAS,L,38,11,-14
Jimmy Butler,CHI,12/06/2016,CHI @ DET,L,43,32,-3
Kentavious Caldwell-Pope,DET,12/06/2016,DET vs. CHI,W,31,12,-6
Kelly Oubre Jr.,WAS,12/06/2016,WAS vs. ORL,L,21,3,-2
PJ Tucker,PHX,12/06/2016,PHX @ UTA,L,21,0,-17
Andrew Nicholson,WAS,12/06/2016,WAS vs. ORL,L,8,2,-7
Shelvin Mack,UTA,12/06/2016,UTA vs. PHX,W,30,12,11
Tobias Harris,DET,12/06/2016,DET vs. CHI,W,40,22,8
Brandon Knight,PHX,12/06/2016,PHX @ UTA,L,27,15,12
Dante Exum,UTA,12/06/2016,UTA vs. PHX,W,17,7,0
Tyson Chandler,PHX,12/06/2016,PHX @ UTA,L,28,10,-11
Dwyane Wade,CHI,12/06/2016,CHI @ DET,L,34,19,-2
Isaiah Canaan,CHI,12/06/2016,CHI @ DET,L,23,2,-12
Boris Diaw,UTA,12/06/2016,UTA vs. PHX,W,33,13,4
Alex Len,PHX,12/06/2016,PHX @ UTA,L,21,14,0
Ersan Ilyasova,PHI,12/06/2016,PHI @ MEM,L,40,23,5
Justin Holiday,NYK,12/06/2016,NYK @ MIA,W,18,5,-5
Hassan Whiteside,MIA,12/06/2016,MIA vs. NYK,L,38,23,-24
Marcin Gortat,WAS,12/06/2016,WAS vs. ORL,L,38,6,-5
Udonis Haslem,MIA,12/06/2016,MIA vs. NYK,L,4,1,-12
Markieff Morris,WAS,12/06/2016,WAS vs. ORL,L,33,10,-5
Jeff Withey,UTA,12/06/2016,UTA vs. PHX,W,10,2,-13
Joe Ingles,UTA,12/06/2016,UTA vs. PHX,W,21,7,-4
Goran Dragic,MIA,12/06/2016,MIA vs. NYK,L,40,29,-15
Jared Dudley,PHX,12/06/2016,PHX @ UTA,L,26,9,7
D.J. Augustin,ORL,12/06/2016,ORL @ WAS,W,20,8,3
Ron Baker,NYK,12/06/2016,NYK @ MIA,W,1,0,-2
Zach LaVine,MIN,12/06/2016,MIN vs. SAS,L,38,25,-4
Willie Reed,MIA,12/06/2016,MIA vs. NYK,L,10,6,13
Rodney Hood,UTA,12/06/2016,UTA vs. PHX,W,12,8,16
Nicolas Laprovittola,SAS,12/06/2016,SAS @ MIN,W,21,10,-15
Jeff Green,ORL,12/06/2016,ORL @ WAS,W,25,20,6
Dewayne Dedmon,SAS,12/06/2016,SAS @ MIN,W,24,5,17
Davis Bertans,SAS,12/06/2016,SAS @ MIN,W,2,0,-4
Nik Stauskas,PHI,12/06/2016,PHI @ MEM,L,38,12,-4
Nikola Mirotic,CHI,12/06/2016,CHI @ DET,L,23,5,-8
John Wall,WAS,12/06/2016,WAS vs. ORL,L,42,52,-1
Bismack Biyombo,ORL,12/06/2016,ORL @ WAS,W,31,14,10
David Lee,SAS,12/06/2016,SAS @ MIN,W,12,4,12
Leandro Barbosa,PHX,12/06/2016,PHX @ UTA,L,21,13,16
Marquese Chriss,PHX,12/06/2016,PHX @ UTA,L,17,6,-7
LaMarcus Aldridge,SAS,12/06/2016,SAS @ MIN,W,30,6,8
Eric Bledsoe,PHX,12/06/2016,PHX @ UTA,L,25,14,-18
Marc Gasol,MEM,12/06/2016,MEM vs. PHI,W,34,26,8
Marcus Morris,DET,12/06/2016,DET vs. CHI,W,26,13,3
Aaron Gordon,ORL,12/06/2016,ORL @ WAS,W,28,9,-2
Lance Thomas,NYK,12/06/2016,NYK @ MIA,W,21,11,5
Brandon Jennings,NYK,12/06/2016,NYK @ MIA,W,24,6,2
Jerian Grant,CHI,12/06/2016,CHI @ DET,L,4,0,-4
Bradley Beal,WAS,12/06/2016,WAS vs. ORL,L,37,19,-9
Stanley Johnson,DET,12/06/2016,DET vs. CHI,W,6,0,-6
Rajon Rondo,CHI,12/06/2016,CHI @ DET,L,37,10,-10
Andrew Harrison,MEM,12/06/2016,MEM vs. PHI,W,28,2,6
Devin Booker,PHX,12/06/2016,PHX @ UTA,L,26,21,-25
Joakim Noah,NYK,12/06/2016,NYK @ MIA,W,14,10,9
Zach Randolph,MEM,12/06/2016,MEM vs. PHI,W,22,12,6
Nemanja Bjelica,MIN,12/06/2016,MIN vs. SAS,L,11,5,-2
Reggie Jackson,DET,12/06/2016,DET vs. CHI,W,18,7,-3
Kris Dunn,MIN,12/06/2016,MIN vs. SAS,L,17,15,-9
Taj Gibson,CHI,12/06/2016,CHI @ DET,L,29,11,-7
Rudy Gobert,UTA,12/06/2016,UTA vs. PHX,W,38,22,20
Jarell Martin,MEM,12/06/2016,MEM vs. PHI,W,10,3,-3
Dario Saric,PHI,12/06/2016,PHI @ MEM,L,25,17,-11
Marcus Thornton,WAS,12/06/2016,WAS vs. ORL,L,18,8,5
Aron Baynes,DET,12/06/2016,DET vs. CHI,W,23,8,16
Gerald Henderson,PHI,12/06/2016,PHI @ MEM,L,16,5,3
Tyler Johnson,MIA,12/06/2016,MIA vs. NYK,L,36,13,-11
Jon Leuer,DET,12/06/2016,DET vs. CHI,W,23,9,17
Otto Porter Jr.,WAS,12/06/2016,WAS vs. ORL,L,27,7,-6
Sergio Rodriguez,PHI,12/06/2016,PHI @ MEM,L,23,5,-1
Jodie Meeks,ORL,12/06/2016,ORL @ WAS,W,16,18,5
Evan Fournier,ORL,12/06/2016,ORL @ WAS,W,28,10,7
Bryn Forbes,SAS,12/06/2016,SAS @ MIN,W,2,0,-4
Carmelo Anthony,NYK,12/06/2016,NYK @ MIA,W,36,35,25
Toney Douglas,MEM,12/06/2016,MEM vs. PHI,W,6,2,-8
Cristiano Felicio,CHI,12/06/2016,CHI @ DET,L,15,4,-17
Courtney Lee,NYK,12/06/2016,NYK @ MIA,W,30,9,16
Danny Green,SAS,12/06/2016,SAS @ MIN,W,20,5,2
Cole Aldrich,MIN,12/06/2016,MIN vs. SAS,L,15,2,-7
Jason Smith,WAS,12/06/2016,WAS vs. ORL,L,10,7,-3
Shabazz Muhammad,MIN,12/06/2016,MIN vs. SAS,L,20,2,-10
Rodney McGruder,MIA,12/06/2016,MIA vs. NYK,L,35,5,-12
Trey Burke,WAS,12/06/2016,WAS vs. ORL,L,6,2,-7
Derrick Rose,NYK,12/06/2016,NYK @ MIA,W,25,10,7
Serge Ibaka,ORL,12/06/2016,ORL @ WAS,W,31,10,5
T.J. McConnell,PHI,12/06/2016,PHI @ MEM,L,25,5,-4
Trey Lyles,UTA,12/06/2016,UTA vs. PHX,W,13,0,5
Wayne Ellington,MIA,12/06/2016,MIA vs. NYK,L,33,14,5
Joe Johnson,UTA,12/06/2016,UTA vs. PHX,W,29,13,-8
Mindaugas Kuzminskas,NYK,12/06/2016,NYK @ MIA,W,10,2,-13
Derrick Williams,MIA,12/06/2016,MIA vs. NYK,L,15,5,2
Raul Neto,UTA,12/06/2016,UTA vs. PHX,W,2,0,-3
Robin Lopez,CHI,12/06/2016,CHI @ DET,L,33,8,8
Gordon Hayward,UTA,12/06/2016,UTA vs. PHX,W,36,28,7
Willy Hernangomez,NYK,12/06/2016,NYK @ MIA,W,3,0,-1
Ish Smith,DET,12/06/2016,DET vs. CHI,W,30,7,14
Gorgui Dieng,MIN,12/06/2016,MIN vs. SAS,L,33,16,-7
Elfrid Payton,ORL,12/06/2016,ORL @ WAS,W,35,25,2
JaMychal Green,MEM,12/06/2016,MEM vs. PHI,W,35,13,8
Kristaps Porzingis,NYK,12/06/2016,NYK @ MIA,W,30,14,7
Patty Mills,SAS,12/06/2016,SAS @ MIN,W,27,15,29
Pau Gasol,SAS,12/06/2016,SAS @ MIN,W,26,11,-1
Karl-Anthony Towns,MIN,12/06/2016,MIN vs. SAS,L,37,11,-12
Timothe Luwawu-Cabarrot,PHI,12/06/2016,PHI @ MEM,L,16,7,0
Dragan Bender,PHX,12/06/2016,PHX @ UTA,L,28,3,8
Jonathon Simmons,SAS,12/06/2016,SAS @ MIN,W,18,7,3
Anthony Bennett,BKN,12/07/2016,BKN vs. DEN,W,7,4,-2
JJ Redick,LAC,12/07/2016,LAC vs. GSW,L,22,2,-23
Brook Lopez,BKN,12/07/2016,BKN vs. DEN,W,33,24,1
Thomas Robinson,LAL,12/07/2016,LAL @ HOU,L,15,2,-18
Dwight Powell,DAL,12/07/2016,DAL vs. SAC,L,25,6,-19
James Jones,CLE,12/07/2016,CLE @ NYK,W,8,9,3
James Harden,HOU,12/07/2016,HOU vs. LAL,W,30,25,19
Ed Davis,POR,12/07/2016,POR @ MIL,L,17,2,-8
Aaron Brooks,IND,12/07/2016,IND @ PHX,W,12,0,5
Matthew Dellavedova,MIL,12/07/2016,MIL vs. POR,W,24,17,1
Mike Muscala,ATL,12/07/2016,ATL vs. MIA,W,24,8,-10
CJ Wilcox,ORL,12/07/2016,ORL vs. BOS,L,4,0,-5
Jeremy Lamb,CHA,12/07/2016,CHA vs. DET,W,12,3,4
Paul George,IND,12/07/2016,IND @ PHX,W,38,25,11
Alan Anderson,LAC,12/07/2016,LAC vs. GSW,L,13,0,-1
Al Jefferson,IND,12/07/2016,IND @ PHX,W,19,15,10
Allen Crabbe,POR,12/07/2016,POR @ MIL,L,25,14,-7
Marreese Speights,LAC,12/07/2016,LAC vs. GSW,L,16,15,-1
Lou Williams,LAL,12/07/2016,LAL @ HOU,L,25,24,-26
Paul Millsap,ATL,12/07/2016,ATL vs. MIA,W,32,21,21
PJ Tucker,PHX,12/07/2016,PHX vs. IND,L,34,7,-9
Sasha Vujacic,NYK,12/07/2016,NYK vs. CLE,L,9,0,-6
DeAndre Liggins,CLE,12/07/2016,CLE @ NYK,W,21,6,29
Brandon Ingram,LAL,12/07/2016,LAL @ HOU,L,33,12,-31
Bismack Biyombo,ORL,12/07/2016,ORL vs. BOS,L,26,4,-12
Luol Deng,LAL,12/07/2016,LAL @ HOU,L,22,2,-10
Channing Frye,CLE,12/07/2016,CLE @ NYK,W,13,6,2
Marcus Morris,DET,12/07/2016,DET @ CHA,L,34,7,-11
Thaddeus Young,IND,12/07/2016,IND @ PHX,W,30,9,9
Mike Dunleavy,CLE,12/07/2016,CLE @ NYK,W,15,3,5
Chris Andersen,CLE,12/07/2016,CLE @ NYK,W,8,2,3
Marco Belinelli,CHA,12/07/2016,CHA vs. DET,W,28,13,12
Evan Turner,POR,12/07/2016,POR @ MIL,L,23,6,-10
Jordan Mickey,BOS,12/07/2016,BOS @ ORL,W,2,4,2
DeMarcus Cousins,SAC,12/07/2016,SAC @ DAL,W,33,24,34
Patrick McCaw,GSW,12/07/2016,GSW @ LAC,W,8,0,-2
Ivica Zubac,LAL,12/07/2016,LAL @ HOU,L,5,2,-1
Kemba Walker,CHA,12/07/2016,CHA vs. DET,W,34,25,8
Kris Humphries,ATL,12/07/2016,ATL vs. MIA,W,4,0,-7
Anthony Tolliver,SAC,12/07/2016,SAC @ DAL,W,3,0,1
LeBron James,CLE,12/07/2016,CLE @ NYK,W,32,25,32
Terry Rozier,BOS,12/07/2016,BOS @ ORL,W,26,16,13
Kay Felder,CLE,12/07/2016,CLE @ NYK,W,10,4,1
Kevin Durant,GSW,12/07/2016,GSW @ LAC,W,32,16,14
Jared Dudley,PHX,12/07/2016,PHX vs. IND,L,25,8,-9
Willy Hernangomez,NYK,12/07/2016,NYK vs. CLE,L,15,9,-1
Eric Bledsoe,PHX,12/07/2016,PHX vs. IND,L,29,15,-16
Marcelo Huertas,LAL,12/07/2016,LAL @ HOU,L,31,10,-20
Stephen Curry,GSW,12/07/2016,GSW @ LAC,W,33,19,18
Justin Holiday,NYK,12/07/2016,NYK vs. CLE,L,14,3,-9
Justin Anderson,DAL,12/07/2016,DAL vs. SAC,L,16,13,-22
Omri Casspi,SAC,12/07/2016,SAC @ DAL,W,18,10,-3
Iman Shumpert,CLE,12/07/2016,CLE @ NYK,W,23,14,3
Rondae Hollis-Jefferson,BKN,12/07/2016,BKN vs. DEN,W,14,0,-6
Reggie Jackson,DET,12/07/2016,DET @ CHA,L,26,10,2
Jae Crowder,BOS,12/07/2016,BOS @ ORL,W,30,17,26
Randy Foye,BKN,12/07/2016,BKN vs. DEN,W,10,0,-9
Darren Collison,SAC,12/07/2016,SAC @ DAL,W,30,19,29
Willie Reed,MIA,12/07/2016,MIA @ ATL,L,12,4,12
Mason Plumlee,POR,12/07/2016,POR @ MIL,L,33,10,6
Deron Williams,DAL,12/07/2016,DAL vs. SAC,L,32,20,-9
Alex Len,PHX,12/07/2016,PHX vs. IND,L,16,9,-6
Isaiah Whitehead,BKN,12/07/2016,BKN vs. DEN,W,29,14,13
Rudy Gay,SAC,12/07/2016,SAC @ DAL,W,31,19,35
Goran Dragic,MIA,12/07/2016,MIA @ ATL,L,35,21,-22
Darrun Hilliard,DET,12/07/2016,DET @ CHA,L,11,5,-7
Julius Randle,LAL,12/07/2016,LAL @ HOU,L,29,21,-18
Demetrius Jackson,BOS,12/07/2016,BOS @ ORL,W,2,0,2
Patrick Beverley,HOU,12/07/2016,HOU vs. LAL,W,32,10,30
Mindaugas Kuzminskas,NYK,12/07/2016,NYK vs. CLE,L,17,5,-5
Jabari Parker,MIL,12/07/2016,MIL vs. POR,W,34,27,5
Courtney Lee,NYK,12/07/2016,NYK vs. CLE,L,31,15,-20
Caris LeVert,BKN,12/07/2016,BKN vs. DEN,W,9,0,-2
Jameer Nelson,DEN,12/07/2016,DEN @ BKN,L,29,14,23
Corey Brewer,HOU,12/07/2016,HOU vs. LAL,W,21,9,17
Darrell Arthur,DEN,12/07/2016,DEN @ BKN,L,11,3,-15
Tristan Thompson,CLE,12/07/2016,CLE @ NYK,W,34,3,27
Tyson Chandler,PHX,12/07/2016,PHX vs. IND,L,32,10,-11
Danilo Gallinari,DEN,12/07/2016,DEN @ BKN,L,23,5,-24
Ramon Sessions,CHA,12/07/2016,CHA vs. DET,W,14,4,2
Maurice Ndour,NYK,12/07/2016,NYK vs. CLE,L,10,0,-1
Matt Barnes,SAC,12/07/2016,SAC @ DAL,W,24,2,0
Trevor Ariza,HOU,12/07/2016,HOU vs. LAL,W,27,11,22
David West,GSW,12/07/2016,GSW @ LAC,W,11,2,2
Willie Cauley-Stein,SAC,12/07/2016,SAC @ DAL,W,15,6,-3
KJ McDaniels,HOU,12/07/2016,HOU vs. LAL,W,7,0,1
Wesley Johnson,LAC,12/07/2016,LAC vs. GSW,L,15,7,-7
CJ McCollum,POR,12/07/2016,POR @ MIL,L,38,23,-10
Will Barton,DEN,12/07/2016,DEN @ BKN,L,39,15,-3
Tyler Zeller,BOS,12/07/2016,BOS @ ORL,W,7,0,2
Malcolm Brogdon,MIL,12/07/2016,MIL vs. POR,W,24,13,7
Wilson Chandler,DEN,12/07/2016,DEN @ BKN,L,35,27,8
Jon Leuer,DET,12/07/2016,DET @ CHA,L,23,6,-8
Trevor Booker,BKN,12/07/2016,BKN vs. DEN,W,37,15,10
James Michael McAdoo,GSW,12/07/2016,GSW @ LAC,W,3,0,0
Dorian Finney-Smith,DAL,12/07/2016,DAL vs. SAC,L,23,8,-26
Austin Rivers,LAC,12/07/2016,LAC vs. GSW,L,28,14,8
Marvin Williams,CHA,12/07/2016,CHA vs. DET,W,26,12,2
Aaron Gordon,ORL,12/07/2016,ORL vs. BOS,L,26,5,-19
Rodney McGruder,MIA,12/07/2016,MIA @ ATL,L,31,11,5
Giannis Antetokounmpo,MIL,12/07/2016,MIL vs. POR,W,40,15,-3
Brandon Knight,PHX,12/07/2016,PHX vs. IND,L,25,10,-15
Devin Harris,DAL,12/07/2016,DAL vs. SAC,L,17,3,-8
Al Horford,BOS,12/07/2016,BOS @ ORL,W,29,10,31
Nikola Jokic,DEN,12/07/2016,DEN @ BKN,L,21,14,18
Tim Hardaway Jr.,ATL,12/07/2016,ATL vs. MIA,W,22,7,-4
Draymond Green,GSW,12/07/2016,GSW @ LAC,W,32,22,25
Jusuf Nurkic,DEN,12/07/2016,DEN @ BKN,L,17,11,-22
Emmanuel Mudiay,DEN,12/07/2016,DEN @ BKN,L,18,6,-26
Jeff Teague,IND,12/07/2016,IND @ PHX,W,36,19,10
Marcus Smart,BOS,12/07/2016,BOS @ ORL,W,23,13,19
Ben McLemore,SAC,12/07/2016,SAC @ DAL,W,21,9,24
Wesley Matthews,DAL,12/07/2016,DAL vs. SAC,L,33,16,-20
Joe Harris,BKN,12/07/2016,BKN vs. DEN,W,24,16,-9
Sam Dekker,HOU,12/07/2016,HOU vs. LAL,W,23,12,22
Damjan Rudez,ORL,12/07/2016,ORL vs. BOS,L,5,0,-8
CJ Miles,IND,12/07/2016,IND @ PHX,W,16,2,9
Bojan Bogdanovic,BKN,12/07/2016,BKN vs. DEN,W,34,19,15
Kenneth Faried,DEN,12/07/2016,DEN @ BKN,L,12,4,-5
Jonas Jerebko,BOS,12/07/2016,BOS @ ORL,W,14,0,15
Nene,HOU,12/07/2016,HOU vs. LAL,W,19,9,26
Jeff Green,ORL,12/07/2016,ORL vs. BOS,L,22,3,-11
Nikola Vucevic,ORL,12/07/2016,ORL vs. BOS,L,27,12,-8
Frank Kaminsky,CHA,12/07/2016,CHA vs. DET,W,22,5,8
Jordan Clarkson,LAL,12/07/2016,LAL @ HOU,L,35,7,-26
Malcolm Delaney,ATL,12/07/2016,ATL vs. MIA,W,17,4,3
Jodie Meeks,ORL,12/07/2016,ORL vs. BOS,L,16,9,2
Glenn Robinson III,IND,12/07/2016,IND @ PHX,W,12,2,-1
Carmelo Anthony,NYK,12/07/2016,NYK vs. CLE,L,24,8,-31
Cody Zeller,CHA,12/07/2016,CHA vs. DET,W,32,9,4
DeAndre Jordan,LAC,12/07/2016,LAC vs. GSW,L,32,10,-16
Chris Paul,LAC,12/07/2016,LAC vs. GSW,L,32,15,-16
Eric Gordon,HOU,12/07/2016,HOU vs. LAL,W,24,26,28
Larry Nance Jr.,LAL,12/07/2016,LAL @ HOU,L,23,2,-25
AJ Hammons,DAL,12/07/2016,DAL vs. SAC,L,11,0,-10
Dwight Howard,ATL,12/07/2016,ATL vs. MIA,W,35,23,16
Lance Thomas,NYK,12/07/2016,NYK vs. CLE,L,14,5,-13
Dragan Bender,PHX,12/07/2016,PHX vs. IND,L,11,0,-6
Richard Jefferson,CLE,12/07/2016,CLE @ NYK,W,18,5,1
Meyers Leonard,POR,12/07/2016,POR @ MIL,L,15,9,-14
Aron Baynes,DET,12/07/2016,DET @ CHA,L,14,0,-14
Metta World Peace,LAL,12/07/2016,LAL @ HOU,L,7,2,-1
Klay Thompson,GSW,12/07/2016,GSW @ LAC,W,35,24,16
Brandon Jennings,NYK,12/07/2016,NYK vs. CLE,L,31,16,-29
Evan Fournier,ORL,12/07/2016,ORL vs. BOS,L,29,14,-17
Michael Kidd-Gilchrist,CHA,12/07/2016,CHA vs. DET,W,20,0,-2
Avery Bradley,BOS,12/07/2016,BOS @ ORL,W,33,23,24
Josh McRoberts,MIA,12/07/2016,MIA @ ATL,L,30,2,-19
Marquese Chriss,PHX,12/07/2016,PHX vs. IND,L,19,10,1
Joakim Noah,NYK,12/07/2016,NYK vs. CLE,L,15,5,-29
Jamal Murray,DEN,12/07/2016,DEN @ BKN,L,34,12,21
Monta Ellis,IND,12/07/2016,IND @ PHX,W,22,5,-1
Ish Smith,DET,12/07/2016,DET @ CHA,L,22,2,-12
Kevin Love,CLE,12/07/2016,CLE @ NYK,W,27,21,27
Kosta Koufos,SAC,12/07/2016,SAC @ DAL,W,17,8,31
Montrezl Harrell,HOU,12/07/2016,HOU vs. LAL,W,9,8,-3
Maurice Harkless,POR,12/07/2016,POR @ MIL,L,32,11,3
Nicolas Brussino,DAL,12/07/2016,DAL vs. SAC,L,12,3,-10
Elfrid Payton,ORL,12/07/2016,ORL vs. BOS,L,28,10,-17
Tobias Harris,DET,12/07/2016,DET @ CHA,L,39,14,-1
Derrick Williams,MIA,12/07/2016,MIA @ ATL,L,20,3,14
JaVale McGee,GSW,12/07/2016,GSW @ LAC,W,4,4,-6
Kentavious Caldwell-Pope,DET,12/07/2016,DET @ CHA,L,37,7,-3
Kyrie Irving,CLE,12/07/2016,CLE @ NYK,W,30,28,27
Ty Lawson,SAC,12/07/2016,SAC @ DAL,W,21,6,-3
Kyle O'Quinn,NYK,12/07/2016,NYK vs. CLE,L,21,10,4
Kyle Korver,ATL,12/07/2016,ATL vs. MIA,W,34,9,8
Taurean Prince,ATL,12/07/2016,ATL vs. MIA,W,12,4,-4
Harrison Barnes,DAL,12/07/2016,DAL vs. SAC,L,32,11,-6
Andre Iguodala,GSW,12/07/2016,GSW @ LAC,W,25,10,5
Gerald Green,BOS,12/07/2016,BOS @ ORL,W,8,1,-1
Devin Booker,PHX,12/07/2016,PHX vs. IND,L,31,13,-3
Blake Griffin,LAC,12/07/2016,LAC vs. GSW,L,31,12,-12
Rashad Vaughn,MIL,12/07/2016,MIL vs. POR,W,9,0,4
Justin Hamilton,BKN,12/07/2016,BKN vs. DEN,W,12,2,-1
Tyler Johnson,MIA,12/07/2016,MIA @ ATL,L,35,27,4
Wayne Ellington,MIA,12/07/2016,MIA @ ATL,L,41,19,-14
Kelly Olynyk,BOS,12/07/2016,BOS @ ORL,W,20,9,15
Nicolas Batum,CHA,12/07/2016,CHA vs. DET,W,36,14,6
Jason Terry,MIL,12/07/2016,MIL vs. POR,W,10,0,-2
Myles Turner,IND,12/07/2016,IND @ PHX,W,28,20,7
Damian Lillard,POR,12/07/2016,POR @ MIL,L,39,30,4
C.J. Watson,ORL,12/07/2016,ORL vs. BOS,L,4,5,-5
Tyler Ulis,PHX,12/07/2016,PHX vs. IND,L,6,2,5
Kristaps Porzingis,NYK,12/07/2016,NYK vs. CLE,L,30,12,-19
Zaza Pachulia,GSW,12/07/2016,GSW @ LAC,W,22,4,17
Shaun Livingston,GSW,12/07/2016,GSW @ LAC,W,17,5,-1
Michael Beasley,MIL,12/07/2016,MIL vs. POR,W,22,12,14
Clint Capela,HOU,12/07/2016,HOU vs. LAL,W,20,12,16
Sean Kilpatrick,BKN,12/07/2016,BKN vs. DEN,W,32,22,15
John Henson,MIL,12/07/2016,MIL vs. POR,W,25,7,-3
Tony Snell,MIL,12/07/2016,MIL vs. POR,W,29,9,6
Hassan Whiteside,MIA,12/07/2016,MIA @ ATL,L,36,8,-20
Thabo Sefolosha,ATL,12/07/2016,ATL vs. MIA,W,29,10,12
Jaylen Brown,BOS,12/07/2016,BOS @ ORL,W,22,13,7
Greg Monroe,MIL,12/07/2016,MIL vs. POR,W,23,15,11
Tyler Ennis,HOU,12/07/2016,HOU vs. LAL,W,3,0,-3
Ian Clark,GSW,12/07/2016,GSW @ LAC,W,13,7,1
Salah Mejri,DAL,12/07/2016,DAL vs. SAC,L,11,2,-6
Leandro Barbosa,PHX,12/07/2016,PHX vs. IND,L,12,10,-6
Andre Drummond,DET,12/07/2016,DET @ CHA,L,34,26,4
Serge Ibaka,ORL,12/07/2016,ORL vs. BOS,L,25,8,-22
Rodney Stuckey,IND,12/07/2016,IND @ PHX,W,26,12,16
D.J. Augustin,ORL,12/07/2016,ORL vs. BOS,L,24,15,-20
Amir Johnson,BOS,12/07/2016,BOS @ ORL,W,23,11,-5
Mario Hezonja,ORL,12/07/2016,ORL vs. BOS,L,5,2,-8
Ron Baker,NYK,12/07/2016,NYK vs. CLE,L,10,6,-1
Kevon Looney,GSW,12/07/2016,GSW @ LAC,W,5,2,-4
Jonathan Gibson,DAL,12/07/2016,DAL vs. SAC,L,28,7,-19
Timofey Mozgov,LAL,12/07/2016,LAL @ HOU,L,15,11,-19
Jamal Crawford,LAC,12/07/2016,LAC vs. GSW,L,35,21,-5
Roy Hibbert,CHA,12/07/2016,CHA vs. DET,W,16,2,6
Luc Mbah a Moute,LAC,12/07/2016,LAC vs. GSW,L,15,2,-12
Garrett Temple,SAC,12/07/2016,SAC @ DAL,W,27,17,10
Al-Farouq Aminu,POR,12/07/2016,POR @ MIL,L,18,2,-4
Ryan Anderson,HOU,12/07/2016,HOU vs. LAL,W,25,12,20
Dennis Schroder,ATL,12/07/2016,ATL vs. MIA,W,31,17,5
Nikola Jokic,DEN,12/08/2016,DEN @ WAS,L,28,17,-20
John Wall,WAS,12/08/2016,WAS vs. DEN,W,38,15,9
Norman Powell,TOR,12/08/2016,TOR vs. MIN,W,7,0,4
Dwyane Wade,CHI,12/08/2016,CHI vs. SAS,W,34,20,-4
Terrence Ross,TOR,12/08/2016,TOR vs. MIN,W,16,9,0
Jarell Martin,MEM,12/08/2016,MEM vs. POR,W,13,2,-9
Stephen Curry,GSW,12/08/2016,GSW @ UTA,W,36,26,10
Gerald Henderson,PHI,12/08/2016,PHI @ NOP,W,24,2,10
Troy Williams,MEM,12/08/2016,MEM vs. POR,W,20,0,-5
Bradley Beal,WAS,12/08/2016,WAS vs. DEN,W,37,26,6
Timothe Luwawu-Cabarrot,PHI,12/08/2016,PHI @ NOP,W,3,0,-6
Jonathon Simmons,SAS,12/08/2016,SAS @ CHI,L,14,2,6
Wilson Chandler,DEN,12/08/2016,DEN @ WAS,L,32,5,-24
Joe Ingles,UTA,12/08/2016,UTA vs. GSW,L,35,21,11
David West,GSW,12/08/2016,GSW @ UTA,W,12,4,-12
Marcin Gortat,WAS,12/08/2016,WAS vs. DEN,W,36,4,1
Gorgui Dieng,MIN,12/08/2016,MIN @ TOR,L,33,10,-14
Wade Baldwin IV,MEM,12/08/2016,MEM vs. POR,W,3,0,-3
Solomon Hill,NOP,12/08/2016,NOP vs. PHI,L,38,8,-13
Jonas Valanciunas,TOR,12/08/2016,TOR vs. MIN,W,29,20,5
JaVale McGee,GSW,12/08/2016,GSW @ UTA,W,8,6,8
Zach Randolph,MEM,12/08/2016,MEM vs. POR,W,17,7,-17
Pau Gasol,SAS,12/08/2016,SAS @ CHI,L,31,13,-4
Kevin Durant,GSW,12/08/2016,GSW @ UTA,W,36,21,11
Zaza Pachulia,GSW,12/08/2016,GSW @ UTA,W,22,2,11
Dewayne Dedmon,SAS,12/08/2016,SAS @ CHI,L,13,0,1
Alonzo Gee,DEN,12/08/2016,DEN @ WAS,L,0,0,0
