PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Richard Jefferson,CLE,04/20/2017,CLE @ IND,W,4,0,-12
PJ Tucker,TOR,04/20/2017,TOR @ MIL,L,14,0,-13
Kyle Lowry,TOR,04/20/2017,TOR @ MIL,L,35,13,-18
Lance Stephenson,IND,04/20/2017,IND vs. CLE,L,24,13,8
Marc Gasol,MEM,04/20/2017,MEM vs. SAS,W,36,21,11
Manu Ginobili,SAS,04/20/2017,SAS @ MEM,L,10,0,-7
Dewayne Dedmon,SAS,04/20/2017,SAS @ MEM,L,10,2,6
Jeff Teague,IND,04/20/2017,IND vs. CLE,L,33,15,-3
Jonathon Simmons,SAS,04/20/2017,SAS @ MEM,L,16,10,2
Tristan Thompson,CLE,04/20/2017,CLE @ IND,W,28,9,1
Fred VanVleet,TOR,04/20/2017,TOR @ MIL,L,6,0,3
Channing Frye,CLE,04/20/2017,CLE @ IND,W,19,13,12
Rashad Vaughn,MIL,04/20/2017,MIL vs. TOR,W,6,6,-2
Kevin Love,CLE,04/20/2017,CLE @ IND,W,27,13,5
LaMarcus Aldridge,SAS,04/20/2017,SAS @ MEM,L,30,16,-12
Wayne Selden,MEM,04/20/2017,MEM vs. SAS,W,28,10,11
Monta Ellis,IND,04/20/2017,IND vs. CLE,L,18,8,7
Patrick Patterson,TOR,04/20/2017,TOR @ MIL,L,23,3,-21
Zach Randolph,MEM,04/20/2017,MEM vs. SAS,W,29,21,5
Kawhi Leonard,SAS,04/20/2017,SAS @ MEM,L,30,18,-7
Kyrie Irving,CLE,04/20/2017,CLE @ IND,W,28,13,-15
Deyonta Davis,MEM,04/20/2017,MEM vs. SAS,W,2,0,-7
Jason Terry,MIL,04/20/2017,MIL vs. TOR,W,18,0,-1
Andrew Harrison,MEM,04/20/2017,MEM vs. SAS,W,25,5,2
Myles Turner,IND,04/20/2017,IND vs. CLE,L,31,6,-4
Khris Middleton,MIL,04/20/2017,MIL vs. TOR,W,34,20,17
Jarell Martin,MEM,04/20/2017,MEM vs. SAS,W,2,0,-7
JR Smith,CLE,04/20/2017,CLE @ IND,W,31,13,14
CJ Miles,IND,04/20/2017,IND vs. CLE,L,25,9,-12
DeMar DeRozan,TOR,04/20/2017,TOR @ MIL,L,31,8,-23
Jimmy Butler,CHI,04/21/2017,CHI vs. BOS,L,39,14,-27
Raymond Felton,LAC,04/21/2017,LAC @ UTA,W,14,9,0
Bobby Portis,CHI,04/21/2017,CHI vs. BOS,L,18,2,3
Al Horford,BOS,04/21/2017,BOS @ CHI,W,33,18,11
Rodney Hood,UTA,04/21/2017,UTA vs. LAC,L,20,6,0
James Young,BOS,04/21/2017,BOS @ CHI,W,1,0,0
Nikola Mirotic,CHI,04/21/2017,CHI vs. BOS,L,26,11,-17
Eric Gordon,HOU,04/21/2017,HOU @ OKC,L,36,12,6
Jonas Jerebko,BOS,04/21/2017,BOS @ CHI,W,10,6,-4
Russell Westbrook,OKC,04/21/2017,OKC vs. HOU,W,39,32,3
Isaiah Thomas,BOS,04/21/2017,BOS @ CHI,W,31,16,2
Dwyane Wade,CHI,04/21/2017,CHI vs. BOS,L,33,18,-12
Cristiano Felicio,CHI,04/21/2017,CHI vs. BOS,L,23,2,-9
Wesley Johnson,LAC,04/21/2017,LAC @ UTA,W,3,0,-3
Alex Abrines,OKC,04/21/2017,OKC vs. HOU,W,18,8,-3
Terry Rozier,BOS,04/21/2017,BOS @ CHI,W,23,11,19
Avery Bradley,BOS,04/21/2017,BOS @ CHI,W,36,15,22
DeAndre Jordan,LAC,04/21/2017,LAC @ UTA,W,39,17,-6
Derrick Favors,UTA,04/21/2017,UTA vs. LAC,L,38,2,-17
Denzel Valentine,CHI,04/21/2017,CHI vs. BOS,L,4,3,3
Gerald Green,BOS,04/21/2017,BOS @ CHI,W,20,8,5
Ryan Anderson,HOU,04/21/2017,HOU @ OKC,L,33,18,1
Paul Zipser,CHI,04/21/2017,CHI vs. BOS,L,25,10,-6
James Harden,HOU,04/21/2017,HOU @ OKC,L,38,44,1
Nene,HOU,04/21/2017,HOU @ OKC,L,15,4,7
Paul Pierce,LAC,04/21/2017,LAC @ UTA,W,21,0,-4
Patrick Beverley,HOU,04/21/2017,HOU @ OKC,L,25,1,-7
Amir Johnson,BOS,04/21/2017,BOS @ CHI,W,6,2,3
Raul Neto,UTA,04/21/2017,UTA vs. LAC,L,3,5,3
Taj Gibson,OKC,04/21/2017,OKC vs. HOU,W,29,20,-1
Marcus Smart,BOS,04/21/2017,BOS @ CHI,W,29,7,5
Jaylen Brown,BOS,04/21/2017,BOS @ CHI,W,1,0,0
Clint Capela,HOU,04/21/2017,HOU @ OKC,L,23,5,-15
Shelvin Mack,UTA,04/21/2017,UTA vs. LAC,L,8,0,-4
Marreese Speights,LAC,04/21/2017,LAC @ UTA,W,19,8,12
Blake Griffin,LAC,04/21/2017,LAC @ UTA,W,18,11,6
Victor Oladipo,OKC,04/21/2017,OKC vs. HOU,W,35,12,9
Luc Mbah a Moute,LAC,04/21/2017,LAC @ UTA,W,37,15,2
Chris Paul,LAC,04/21/2017,LAC @ UTA,W,36,34,7
Trevor Ariza,HOU,04/21/2017,HOU @ OKC,L,39,7,-7
Joe Ingles,UTA,04/21/2017,UTA vs. LAC,L,34,9,-5
Robin Lopez,CHI,04/21/2017,CHI vs. BOS,L,21,12,-11
George Hill,UTA,04/21/2017,UTA vs. LAC,L,36,26,-3
Kelly Olynyk,BOS,04/21/2017,BOS @ CHI,W,14,5,-1
Joe Johnson,UTA,04/21/2017,UTA vs. LAC,L,34,15,3
Jae Crowder,BOS,04/21/2017,BOS @ CHI,W,33,16,23
Steven Adams,OKC,04/21/2017,OKC vs. HOU,W,26,4,5
Andre Roberson,OKC,04/21/2017,OKC vs. HOU,W,38,12,0
Jamal Crawford,LAC,04/21/2017,LAC @ UTA,W,27,9,8
Enes Kanter,OKC,04/21/2017,OKC vs. HOU,W,10,10,1
Anthony Morrow,CHI,04/21/2017,CHI vs. BOS,L,4,4,3
Gordon Hayward,UTA,04/21/2017,UTA vs. LAC,L,42,40,-5
Jerami Grant,OKC,04/21/2017,OKC vs. HOU,W,19,6,-7
Doug McDermott,OKC,04/21/2017,OKC vs. HOU,W,16,6,4
Jerian Grant,CHI,04/21/2017,CHI vs. BOS,L,15,6,-15
Lou Williams,HOU,04/21/2017,HOU @ OKC,L,30,22,4
Michael Carter-Williams,CHI,04/21/2017,CHI vs. BOS,L,23,2,-3
Boris Diaw,UTA,04/21/2017,UTA vs. LAC,L,24,3,3
Joffrey Lauvergne,CHI,04/21/2017,CHI vs. BOS,L,4,0,3
Norris Cole,OKC,04/21/2017,OKC vs. HOU,W,9,5,-1
JJ Redick,LAC,04/21/2017,LAC @ UTA,W,27,8,3
Cameron Payne,CHI,04/21/2017,CHI vs. BOS,L,4,3,3
Jonas Valanciunas,TOR,04/22/2017,TOR @ MIL,W,22,12,11
Michael Beasley,MIL,04/22/2017,MIL vs. TOR,L,15,4,3
Thon Maker,MIL,04/22/2017,MIL vs. TOR,L,24,7,-3
John Wall,WAS,04/22/2017,WAS @ ATL,L,32,29,-24
Malcolm Delaney,ATL,04/22/2017,ATL vs. WAS,W,3,8,0
Damian Lillard,POR,04/22/2017,POR vs. GSW,L,40,31,-14
Kyle Anderson,SAS,04/22/2017,SAS @ MEM,L,6,0,-15
Paul Millsap,ATL,04/22/2017,ATL vs. WAS,W,33,29,22
Davis Bertans,SAS,04/22/2017,SAS @ MEM,L,10,3,13
Jason Terry,MIL,04/22/2017,MIL vs. TOR,L,13,4,5
Vince Carter,MEM,04/22/2017,MEM vs. SAS,W,33,13,-12
Serge Ibaka,TOR,04/22/2017,TOR @ MIL,W,26,10,0
Allen Crabbe,POR,04/22/2017,POR vs. GSW,L,23,6,-8
Shabazz Napier,POR,04/22/2017,POR vs. GSW,L,5,0,1
Zach Randolph,MEM,04/22/2017,MEM vs. SAS,W,35,12,14
Troy Daniels,MEM,04/22/2017,MEM vs. SAS,W,15,6,7
Brandon Jennings,WAS,04/22/2017,WAS @ ATL,L,17,13,7
Patrick McCaw,GSW,04/22/2017,GSW @ POR,W,29,11,-14
Mike Muscala,ATL,04/22/2017,ATL vs. WAS,W,15,3,-7
Mike Dunleavy,ATL,04/22/2017,ATL vs. WAS,W,15,3,-5
Patty Mills,SAS,04/22/2017,SAS @ MEM,L,23,6,0
James Ennis III,MEM,04/22/2017,MEM vs. SAS,W,32,7,-4
Kent Bazemore,ATL,04/22/2017,ATL vs. WAS,W,21,8,1
Zaza Pachulia,GSW,04/22/2017,GSW @ POR,W,10,0,-11
PJ Tucker,TOR,04/22/2017,TOR @ MIL,W,28,0,7
Dennis Schroder,ATL,04/22/2017,ATL vs. WAS,W,31,27,18
Evan Turner,POR,04/22/2017,POR vs. GSW,L,40,17,3
Klay Thompson,GSW,04/22/2017,GSW @ POR,W,41,24,-2
DeMarre Carroll,TOR,04/22/2017,TOR @ MIL,W,20,2,4
Tomas Satoransky,WAS,04/22/2017,WAS @ ATL,L,9,0,9
Ian Clark,GSW,04/22/2017,GSW @ POR,W,16,5,4
Kyle Lowry,TOR,04/22/2017,TOR @ MIL,W,43,18,15
Noah Vonleh,POR,04/22/2017,POR vs. GSW,L,25,10,-2
DeMar DeRozan,TOR,04/22/2017,TOR @ MIL,W,40,33,15
Kawhi Leonard,SAS,04/22/2017,SAS @ MEM,L,44,43,18
Jose Calderon,ATL,04/22/2017,ATL vs. WAS,W,13,4,-1
Tim Hardaway Jr.,ATL,04/22/2017,ATL vs. WAS,W,29,8,19
Thabo Sefolosha,ATL,04/22/2017,ATL vs. WAS,W,3,1,-1
Tony Parker,SAS,04/22/2017,SAS @ MEM,L,37,22,5
Malcolm Brogdon,MIL,04/22/2017,MIL vs. TOR,L,28,2,-12
Jason Smith,WAS,04/22/2017,WAS @ ATL,L,8,2,6
Daniel Ochefu,WAS,04/22/2017,WAS @ ATL,L,3,0,0
Markieff Morris,WAS,04/22/2017,WAS @ ATL,L,29,9,-17
Tony Snell,MIL,04/22/2017,MIL vs. TOR,L,38,19,-13
Andre Iguodala,GSW,04/22/2017,GSW @ POR,W,36,16,11
Jusuf Nurkic,POR,04/22/2017,POR vs. GSW,L,17,2,8
Marcin Gortat,WAS,04/22/2017,WAS @ ATL,L,29,2,-22
CJ McCollum,POR,04/22/2017,POR vs. GSW,L,39,32,2
Norman Powell,TOR,04/22/2017,TOR @ MIL,W,34,12,15
Jonathon Simmons,SAS,04/22/2017,SAS @ MEM,L,7,0,-3
Greg Monroe,MIL,04/22/2017,MIL vs. TOR,L,24,14,-8
Sheldon Mac,WAS,04/22/2017,WAS @ ATL,L,3,4,0
Delon Wright,TOR,04/22/2017,TOR @ MIL,W,11,0,-6
Giannis Antetokounmpo,MIL,04/22/2017,MIL vs. TOR,L,42,14,-16
Pau Gasol,SAS,04/22/2017,SAS @ MEM,L,21,8,-6
Maurice Harkless,POR,04/22/2017,POR vs. GSW,L,20,1,-7
Al-Farouq Aminu,POR,04/22/2017,POR vs. GSW,L,31,14,-13
David Lee,SAS,04/22/2017,SAS @ MEM,L,33,8,-15
JaVale McGee,GSW,04/22/2017,GSW @ POR,W,16,14,24
Cory Joseph,TOR,04/22/2017,TOR @ MIL,W,8,0,-8
Bradley Beal,WAS,04/22/2017,WAS @ ATL,L,35,12,-26
Wayne Selden,MEM,04/22/2017,MEM vs. SAS,W,17,0,5
Taurean Prince,ATL,04/22/2017,ATL vs. WAS,W,28,16,23
Bojan Bogdanovic,WAS,04/22/2017,WAS @ ATL,L,27,11,-3
Otto Porter Jr.,WAS,04/22/2017,WAS @ ATL,L,24,7,-13
Mike Conley,MEM,04/22/2017,MEM vs. SAS,W,42,35,9
Stephen Curry,GSW,04/22/2017,GSW @ POR,W,39,34,13
Dwight Howard,ATL,04/22/2017,ATL vs. WAS,W,27,5,24
Khris Middleton,MIL,04/22/2017,MIL vs. TOR,L,36,10,-12
LaMarcus Aldridge,SAS,04/22/2017,SAS @ MEM,L,42,13,4
Draymond Green,GSW,04/22/2017,GSW @ POR,W,40,9,3
Marc Gasol,MEM,04/22/2017,MEM vs. SAS,W,46,16,-7
Matthew Dellavedova,MIL,04/22/2017,MIL vs. TOR,L,20,2,1
Danny Green,SAS,04/22/2017,SAS @ MEM,L,26,5,-4
Kelly Oubre Jr.,WAS,04/22/2017,WAS @ ATL,L,24,9,-7
Andrew Harrison,MEM,04/22/2017,MEM vs. SAS,W,20,7,0
JaMychal Green,MEM,04/22/2017,MEM vs. SAS,W,26,14,-2
Kris Humphries,ATL,04/22/2017,ATL vs. WAS,W,3,0,-1
David West,GSW,04/22/2017,GSW @ POR,W,14,6,2
Ersan Ilyasova,ATL,04/22/2017,ATL vs. WAS,W,19,4,-2
Patrick Patterson,TOR,04/22/2017,TOR @ MIL,W,8,0,2
Manu Ginobili,SAS,04/22/2017,SAS @ MEM,L,16,0,-7
Jae Crowder,BOS,04/23/2017,BOS @ CHI,W,40,11,5
Tristan Thompson,CLE,04/23/2017,CLE @ IND,W,34,6,-1
Marreese Speights,LAC,04/23/2017,LAC @ UTA,L,21,5,2
Derrick Favors,UTA,04/23/2017,UTA vs. LAC,W,24,17,12
Alex Abrines,OKC,04/23/2017,OKC vs. HOU,L,15,5,-9
Russell Westbrook,OKC,04/23/2017,OKC vs. HOU,L,39,35,14
Deron Williams,CLE,04/23/2017,CLE @ IND,W,13,14,0
Isaiah Thomas,BOS,04/23/2017,BOS @ CHI,W,36,33,17
Myles Turner,IND,04/23/2017,IND vs. CLE,L,33,20,8
George Hill,UTA,04/23/2017,UTA vs. LAC,W,41,13,14
Bobby Portis,CHI,04/23/2017,CHI vs. BOS,L,23,8,-3
Nikola Mirotic,CHI,04/23/2017,CHI vs. BOS,L,34,13,-5
Luc Mbah a Moute,LAC,04/23/2017,LAC @ UTA,L,34,5,-11
Thaddeus Young,IND,04/23/2017,IND vs. CLE,L,34,13,-4
Kevin Seraphin,IND,04/23/2017,IND vs. CLE,L,15,4,-12
Jimmy Butler,CHI,04/23/2017,CHI vs. BOS,L,46,33,-4
Victor Oladipo,OKC,04/23/2017,OKC vs. HOU,L,39,15,-1
Enes Kanter,OKC,04/23/2017,OKC vs. HOU,L,8,2,-9
Norris Cole,OKC,04/23/2017,OKC vs. HOU,L,9,0,-18
Channing Frye,CLE,04/23/2017,CLE @ IND,W,13,7,0
Wesley Johnson,LAC,04/23/2017,LAC @ UTA,L,4,1,-2
Raymond Felton,LAC,04/23/2017,LAC @ UTA,L,22,11,-5
Jerami Grant,OKC,04/23/2017,OKC vs. HOU,L,14,10,-3
James Harden,HOU,04/23/2017,HOU @ OKC,W,39,16,0
Gerald Green,BOS,04/23/2017,BOS @ CHI,W,23,18,4
Rodney Hood,UTA,04/23/2017,UTA vs. LAC,W,35,18,-1
Raul Neto,UTA,04/23/2017,UTA vs. LAC,W,7,0,-7
Chris Paul,LAC,04/23/2017,LAC @ UTA,L,38,27,-5
Jeff Teague,IND,04/23/2017,IND vs. CLE,L,39,15,-3
Rudy Gobert,UTA,04/23/2017,UTA vs. LAC,W,24,15,-5
CJ Miles,IND,04/23/2017,IND vs. CLE,L,25,6,7
Taj Gibson,OKC,04/23/2017,OKC vs. HOU,L,22,6,1
Jaylen Brown,BOS,04/23/2017,BOS @ CHI,W,1,0,-3
Al Horford,BOS,04/23/2017,BOS @ CHI,W,36,15,5
Lance Stephenson,IND,04/23/2017,IND vs. CLE,L,30,22,-3
Iman Shumpert,CLE,04/23/2017,CLE @ IND,W,17,3,5
Doug McDermott,OKC,04/23/2017,OKC vs. HOU,L,19,5,-1
Kelly Olynyk,BOS,04/23/2017,BOS @ CHI,W,16,10,5
Joe Ingles,UTA,04/23/2017,UTA vs. LAC,W,38,8,13
JJ Redick,LAC,04/23/2017,LAC @ UTA,L,42,12,-11
Paul George,IND,04/23/2017,IND vs. CLE,L,44,15,-6
DeAndre Jordan,LAC,04/23/2017,LAC @ UTA,L,37,12,-11
Steven Adams,OKC,04/23/2017,OKC vs. HOU,L,37,18,5
Shelvin Mack,UTA,04/23/2017,UTA vs. LAC,W,5,0,2
Cristiano Felicio,CHI,04/23/2017,CHI vs. BOS,L,10,3,-3
Marcus Smart,BOS,04/23/2017,BOS @ CHI,W,33,5,9
Joe Johnson,UTA,04/23/2017,UTA vs. LAC,W,35,28,6
Patrick Beverley,HOU,04/23/2017,HOU @ OKC,W,27,6,0
LeBron James,CLE,04/23/2017,CLE @ IND,W,45,33,4
Boris Diaw,UTA,04/23/2017,UTA vs. LAC,W,10,0,4
Andre Roberson,OKC,04/23/2017,OKC vs. HOU,L,38,13,1
JR Smith,CLE,04/23/2017,CLE @ IND,W,29,5,-2
Joffrey Lauvergne,CHI,04/23/2017,CHI vs. BOS,L,7,6,-3
Jamal Crawford,LAC,04/23/2017,LAC @ UTA,L,31,25,1
Jonas Jerebko,BOS,04/23/2017,BOS @ CHI,W,10,2,1
Dwyane Wade,CHI,04/23/2017,CHI vs. BOS,L,38,11,-5
Monta Ellis,IND,04/23/2017,IND vs. CLE,L,6,1,-8
Trevor Ariza,HOU,04/23/2017,HOU @ OKC,W,43,14,2
Lou Williams,HOU,04/23/2017,HOU @ OKC,W,32,18,10
Ryan Anderson,HOU,04/23/2017,HOU @ OKC,W,20,9,-9
Jerian Grant,CHI,04/23/2017,CHI vs. BOS,L,5,0,-10
Dante Exum,UTA,04/23/2017,UTA vs. LAC,W,12,3,1
Michael Carter-Williams,CHI,04/23/2017,CHI vs. BOS,L,8,0,-11
Lavoy Allen,IND,04/23/2017,IND vs. CLE,L,1,0,0
Glenn Robinson III,IND,04/23/2017,IND vs. CLE,L,13,6,1
Paul Zipser,CHI,04/23/2017,CHI vs. BOS,L,14,0,-8
Robin Lopez,CHI,04/23/2017,CHI vs. BOS,L,22,8,-4
Nene,HOU,04/23/2017,HOU @ OKC,W,25,28,24
Isaiah Canaan,CHI,04/23/2017,CHI vs. BOS,L,34,13,11
Eric Gordon,HOU,04/23/2017,HOU @ OKC,W,36,18,18
Kyle Korver,CLE,04/23/2017,CLE @ IND,W,18,5,7
Kevin Love,CLE,04/23/2017,CLE @ IND,W,35,5,3
Avery Bradley,BOS,04/23/2017,BOS @ CHI,W,34,8,2
Clint Capela,HOU,04/23/2017,HOU @ OKC,W,18,4,-25
Terry Rozier,BOS,04/23/2017,BOS @ CHI,W,11,2,0
Kyrie Irving,CLE,04/23/2017,CLE @ IND,W,37,28,4
Gordon Hayward,UTA,04/23/2017,UTA vs. LAC,W,9,3,-4
Paul Pierce,LAC,04/23/2017,LAC @ UTA,L,12,0,7
Pat Connaughton,POR,04/24/2017,POR vs. GSW,L,6,2,3
Kent Bazemore,ATL,04/24/2017,ATL vs. WAS,W,24,16,13
Bojan Bogdanovic,WAS,04/24/2017,WAS @ ATL,L,18,13,-12
Cory Joseph,TOR,04/24/2017,TOR vs. MIL,W,20,10,1
Jonas Valanciunas,TOR,04/24/2017,TOR vs. MIL,W,21,8,15
John Henson,MIL,04/24/2017,MIL @ TOR,L,3,3,-2
Bradley Beal,WAS,04/24/2017,WAS @ ATL,L,39,32,3
Maurice Harkless,POR,04/24/2017,POR vs. GSW,L,15,2,-13
JaVale McGee,GSW,04/24/2017,GSW @ POR,W,10,4,-3
Khris Middleton,MIL,04/24/2017,MIL @ TOR,L,36,8,-10
Tim Hardaway Jr.,ATL,04/24/2017,ATL vs. WAS,W,31,15,5
Jason Smith,WAS,04/24/2017,WAS @ ATL,L,24,5,0
Serge Ibaka,TOR,04/24/2017,TOR vs. MIL,W,25,19,8
Greg Monroe,MIL,04/24/2017,MIL @ TOR,L,22,11,-13
Otto Porter Jr.,WAS,04/24/2017,WAS @ ATL,L,39,13,-8
Ersan Ilyasova,ATL,04/24/2017,ATL vs. WAS,W,22,6,11
Kyle Lowry,TOR,04/24/2017,TOR vs. MIL,W,36,16,29
Damian Lillard,POR,04/24/2017,POR vs. GSW,L,42,34,-31
Jakob Poeltl,TOR,04/24/2017,TOR vs. MIL,W,2,0,2
Draymond Green,GSW,04/24/2017,GSW @ POR,W,33,21,38
Delon Wright,TOR,04/24/2017,TOR vs. MIL,W,3,0,2
Thabo Sefolosha,ATL,04/24/2017,ATL vs. WAS,W,1,0,-8
Patrick McCaw,GSW,04/24/2017,GSW @ POR,W,19,0,-10
Andre Iguodala,GSW,04/24/2017,GSW @ POR,W,24,5,1
Dwight Howard,ATL,04/24/2017,ATL vs. WAS,W,30,16,8
Tony Snell,MIL,04/24/2017,MIL @ TOR,L,36,9,-18
Dennis Schroder,ATL,04/24/2017,ATL vs. WAS,W,28,18,-13
Jose Calderon,ATL,04/24/2017,ATL vs. WAS,W,20,10,29
Tomas Satoransky,WAS,04/24/2017,WAS @ ATL,L,0,0,0
Giannis Antetokounmpo,MIL,04/24/2017,MIL @ TOR,L,41,30,-24
Markieff Morris,WAS,04/24/2017,WAS @ ATL,L,24,9,-10
Mirza Teletovic,MIL,04/24/2017,MIL @ TOR,L,9,3,-10
Evan Turner,POR,04/24/2017,POR vs. GSW,L,21,7,-27
Michael Beasley,MIL,04/24/2017,MIL @ TOR,L,7,0,-1
Ian Clark,GSW,04/24/2017,GSW @ POR,W,21,4,-7
Lucas Nogueira,TOR,04/24/2017,TOR vs. MIL,W,2,0,2
Brandon Jennings,WAS,04/24/2017,WAS @ ATL,L,11,5,-9
James Michael McAdoo,GSW,04/24/2017,GSW @ POR,W,10,4,-7
Marcin Gortat,WAS,04/24/2017,WAS @ ATL,L,35,2,-1
Thon Maker,MIL,04/24/2017,MIL @ TOR,L,23,6,-10
Shabazz Napier,POR,04/24/2017,POR vs. GSW,L,17,14,6
