PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Kawhi Leonard,SAS,11/16/2015,SAS vs. POR,W,31,19,4
TJ Warren,PHX,11/16/2015,PHX vs. LAL,W,24,19,16
Lavoy Allen,IND,11/16/2015,IND @ CHI,L,24,8,-5
Jason Terry,HOU,11/16/2015,HOU vs. BOS,L,18,3,-18
Marcelo Huertas,LAL,11/16/2015,LAL @ PHX,L,14,7,-6
Zach Randolph,MEM,11/16/2015,MEM vs. OKC,W,29,12,4
Wesley Matthews,DAL,11/16/2015,DAL @ PHI,W,29,7,9
Jonas Jerebko,BOS,11/16/2015,BOS @ HOU,W,14,6,7
RJ Hunter,BOS,11/16/2015,BOS @ HOU,W,11,0,-9
Pau Gasol,CHI,11/16/2015,CHI vs. IND,W,27,5,3
LaMarcus Aldridge,SAS,11/16/2015,SAS vs. POR,W,34,6,6
Trevor Ariza,HOU,11/16/2015,HOU vs. BOS,L,32,19,-23
Raymond Felton,DAL,11/16/2015,DAL @ PHI,W,25,2,7
Joakim Noah,CHI,11/16/2015,CHI vs. IND,W,21,8,-2
Ty Lawson,HOU,11/16/2015,HOU vs. BOS,L,27,7,-12
Kyle Anderson,SAS,11/16/2015,SAS vs. POR,W,7,0,1
Zaza Pachulia,DAL,11/16/2015,DAL @ PHI,W,29,2,2
Metta World Peace,LAL,11/16/2015,LAL @ PHX,L,21,12,-3
Brandon Knight,PHX,11/16/2015,PHX vs. LAL,W,41,30,21
Devin Harris,DAL,11/16/2015,DAL @ PHI,W,23,9,-3
Kyle Singler,OKC,11/16/2015,OKC @ MEM,L,12,0,1
Dirk Nowitzki,DAL,11/16/2015,DAL @ PHI,W,31,21,-4
Tony Parker,SAS,11/16/2015,SAS vs. POR,W,28,10,6
Derrick Rose,CHI,11/16/2015,CHI vs. IND,W,33,23,5
Charlie Villanueva,DAL,11/16/2015,DAL @ PHI,W,8,3,14
Chris Kaman,POR,11/16/2015,POR @ SAS,L,20,2,-3
Clint Capela,HOU,11/16/2015,HOU vs. BOS,L,18,5,-5
Tyler Johnson,MIA,11/17/2015,MIA vs. MIN,L,18,3,-8
Frank Kaminsky,CHA,11/17/2015,CHA @ NYK,L,24,2,3
Luol Deng,MIA,11/17/2015,MIA vs. MIN,L,33,20,11
Andrea Bargnani,BKN,11/17/2015,BKN vs. ATL,W,4,0,-12
Cory Joseph,TOR,11/17/2015,TOR @ GSW,L,28,13,-4
Joe Johnson,BKN,11/17/2015,BKN vs. ATL,W,39,13,7
Jameer Nelson,DEN,11/17/2015,DEN @ NOP,W,26,16,9
Andre Drummond,DET,11/17/2015,DET vs. CLE,W,39,25,17
Lance Thomas,NYK,11/17/2015,NYK vs. CHA,W,10,0,-7
Kentavious Caldwell-Pope,DET,11/17/2015,DET vs. CLE,W,38,13,13
JJ Hickson,DEN,11/17/2015,DEN @ NOP,W,6,2,2
Stephen Curry,GSW,11/17/2015,GSW vs. TOR,W,40,37,11
Anthony Davis,NOP,11/17/2015,NOP vs. DEN,L,6,0,-2
Mike Scott,ATL,11/17/2015,ATL @ BKN,L,13,6,14
Jared Dudley,WAS,11/17/2015,WAS vs. MIL,W,23,13,34
Kevin Love,CLE,11/17/2015,CLE @ DET,L,34,19,0
Andre Iguodala,GSW,11/17/2015,GSW vs. TOR,W,32,7,4
Anthony Tolliver,DET,11/17/2015,DET vs. CLE,W,19,0,-6
Derrick Williams,NYK,11/17/2015,NYK vs. CHA,W,6,4,-15
Danilo Gallinari,DEN,11/17/2015,DEN @ NOP,W,37,32,27
Tyler Ennis,MIL,11/17/2015,MIL @ WAS,L,7,3,-5
Luke Babbitt,NOP,11/17/2015,NOP vs. DEN,L,26,11,-2
Alonzo Gee,NOP,11/17/2015,NOP vs. DEN,L,22,0,-14
Jonas Valanciunas,TOR,11/17/2015,TOR @ GSW,L,31,9,-1
Al Horford,ATL,11/17/2015,ATL @ BKN,L,34,18,-3
Bismack Biyombo,TOR,11/17/2015,TOR @ GSW,L,7,0,-4
Wayne Ellington,BKN,11/17/2015,BKN vs. ATL,W,23,2,-5
Kyle Korver,ATL,11/17/2015,ATL @ BKN,L,31,13,-1
Jeremy Lamb,CHA,11/17/2015,CHA @ NYK,L,23,12,11
Thomas Robinson,BKN,11/17/2015,BKN vs. ATL,W,13,0,-1
Gerald Green,MIA,11/17/2015,MIA vs. MIN,L,12,2,-15
Jimmer Fredette,NOP,11/17/2015,NOP vs. DEN,L,1,0,0
Matthew Dellavedova,CLE,11/17/2015,CLE @ DET,L,20,2,-3
Festus Ezeli,GSW,11/17/2015,GSW vs. TOR,W,22,8,12
Draymond Green,GSW,11/17/2015,GSW vs. TOR,W,35,9,1
Richard Jefferson,CLE,11/17/2015,CLE @ DET,L,16,0,8
James Johnson,TOR,11/17/2015,TOR @ GSW,L,9,6,-5
Spencer Dinwiddie,DET,11/17/2015,DET vs. CLE,W,14,3,-10
Nene,WAS,11/17/2015,WAS vs. MIL,W,16,8,7
JR Smith,CLE,11/17/2015,CLE @ DET,L,36,15,-15
Ryan Anderson,NOP,11/17/2015,NOP vs. DEN,L,34,24,-8
Andrew Wiggins,MIN,11/17/2015,MIN @ MIA,W,33,24,1
Greg Monroe,MIL,11/17/2015,MIL @ WAS,L,26,4,-26
Patrick Patterson,TOR,11/17/2015,TOR @ GSW,L,20,3,0
LeBron James,CLE,11/17/2015,CLE @ DET,L,40,30,-6
Kevin Martin,MIN,11/17/2015,MIN @ MIA,W,23,8,-1
Rashad Vaughn,MIL,11/17/2015,MIL @ WAS,L,11,5,-10
Tristan Thompson,CLE,11/17/2015,CLE @ DET,L,21,4,-3
Marreese Speights,GSW,11/17/2015,GSW vs. TOR,W,5,5,-2
Nikola Jokic,DEN,11/17/2015,DEN @ NOP,W,1,0,0
Michael Carter-Williams,MIL,11/17/2015,MIL @ WAS,L,22,12,-14
Emmanuel Mudiay,DEN,11/17/2015,DEN @ NOP,W,33,12,17
Goran Dragic,MIA,11/17/2015,MIA vs. MIN,L,36,16,4
Timofey Mozgov,CLE,11/17/2015,CLE @ DET,L,27,10,-4
Toney Douglas,NOP,11/17/2015,NOP vs. DEN,L,17,6,9
Gary Harris,DEN,11/17/2015,DEN @ NOP,W,32,16,15
Otto Porter Jr.,WAS,11/17/2015,WAS vs. MIL,W,30,19,32
Thabo Sefolosha,ATL,11/17/2015,ATL @ BKN,L,30,8,-8
Karl-Anthony Towns,MIN,11/17/2015,MIN @ MIA,W,26,14,14
Tayshaun Prince,MIN,11/17/2015,MIN @ MIA,W,13,0,2
Ersan Ilyasova,DET,11/17/2015,DET vs. CLE,W,29,20,11
Sasha Vujacic,NYK,11/17/2015,NYK vs. CHA,W,3,0,-3
Shane Larkin,BKN,11/17/2015,BKN vs. ATL,W,14,14,-3
Arron Afflalo,NYK,11/17/2015,NYK vs. CHA,W,36,16,22
Jared Cunningham,CLE,11/17/2015,CLE @ DET,L,2,0,5
Khris Middleton,MIL,11/17/2015,MIL @ WAS,L,27,14,-16
Drew Gooden,WAS,11/17/2015,WAS vs. MIL,W,5,0,0
Langston Galloway,NYK,11/17/2015,NYK vs. CHA,W,28,9,5
Reggie Bullock,DET,11/17/2015,DET vs. CLE,W,5,0,-8
Brook Lopez,BKN,11/17/2015,BKN vs. ATL,W,35,24,3
Eric Gordon,NOP,11/17/2015,NOP vs. DEN,L,38,19,-25
Jerian Grant,NYK,11/17/2015,NYK vs. CHA,W,13,4,-8
Ricky Rubio,MIN,11/17/2015,MIN @ MIA,W,27,7,-1
Al Jefferson,CHA,11/17/2015,CHA @ NYK,L,26,10,-15
Will Barton,DEN,11/17/2015,DEN @ NOP,W,37,17,10
Jrue Holiday,NOP,11/17/2015,NOP vs. DEN,L,23,10,-20
Kris Humphries,WAS,11/17/2015,WAS vs. MIL,W,21,9,-5
Kostas Papanikolaou,DEN,11/17/2015,DEN @ NOP,W,13,4,-12
Nemanja Bjelica,MIN,11/17/2015,MIN @ MIA,W,16,0,-8
Leandro Barbosa,GSW,11/17/2015,GSW vs. TOR,W,16,6,1
Dennis Schroder,ATL,11/17/2015,ATL @ BKN,L,29,8,-6
Garrett Temple,WAS,11/17/2015,WAS vs. MIL,W,30,10,16
Jeremy Lin,CHA,11/17/2015,CHA @ NYK,L,28,13,3
Mo Williams,CLE,11/17/2015,CLE @ DET,L,29,15,-4
Klay Thompson,GSW,11/17/2015,GSW vs. TOR,W,34,19,4
Spencer Hawes,CHA,11/17/2015,CHA @ NYK,L,17,14,5
Marcus Morris,DET,11/17/2015,DET vs. CLE,W,36,14,13
Jose Calderon,NYK,11/17/2015,NYK vs. CHA,W,31,8,6
Harrison Barnes,GSW,11/17/2015,GSW vs. TOR,W,32,7,8
Alexis Ajinca,NOP,11/17/2015,NOP vs. DEN,L,4,4,-9
John Wall,WAS,11/17/2015,WAS vs. MIL,W,31,19,30
Giannis Antetokounmpo,MIL,11/17/2015,MIL @ WAS,L,35,9,-17
Shelvin Mack,ATL,11/17/2015,ATL @ BKN,L,19,8,4
Kevin Garnett,MIN,11/17/2015,MIN @ MIA,W,15,4,15
Jerryd Bayless,MIL,11/17/2015,MIL @ WAS,L,37,13,-22
Chris Bosh,MIA,11/17/2015,MIA vs. MIN,L,32,10,-36
Mike Muscala,ATL,11/17/2015,ATL @ BKN,L,14,5,1
Ish Smith,NOP,11/17/2015,NOP vs. DEN,L,38,13,-6
Gary Neal,WAS,11/17/2015,WAS vs. MIL,W,24,10,9
Shabazz Muhammad,MIN,11/17/2015,MIN @ MIA,W,20,16,12
DeMarre Carroll,TOR,11/17/2015,TOR @ GSW,L,39,17,2
Andrew Bogut,GSW,11/17/2015,GSW vs. TOR,W,17,13,-8
Rondae Hollis-Jefferson,BKN,11/17/2015,BKN vs. ATL,W,23,7,5
DeMar DeRozan,TOR,11/17/2015,TOR @ GSW,L,39,28,-6
Aron Baynes,DET,11/17/2015,DET vs. CLE,W,9,2,-12
Chris Copeland,MIL,11/17/2015,MIL @ WAS,L,9,2,-11
Dante Cunningham,NOP,11/17/2015,NOP vs. DEN,L,31,11,-8
Marcin Gortat,WAS,11/17/2015,WAS vs. MIL,W,27,12,22
Robin Lopez,NYK,11/17/2015,NYK vs. CHA,W,18,4,2
Reggie Jackson,DET,11/17/2015,DET vs. CLE,W,34,23,15
Dwyane Wade,MIA,11/17/2015,MIA vs. MIN,L,32,10,-2
Kelly Oubre Jr.,WAS,11/17/2015,WAS vs. MIL,W,8,7,4
Lou Amundson,NYK,11/17/2015,NYK vs. CHA,W,7,0,-4
DeJuan Blair,WAS,11/17/2015,WAS vs. MIL,W,5,1,0
Stanley Johnson,DET,11/17/2015,DET vs. CLE,W,16,4,-8
Kevin Seraphin,NYK,11/17/2015,NYK vs. CHA,W,21,10,3
Carmelo Anthony,NYK,11/17/2015,NYK vs. CHA,W,37,18,19
Josh McRoberts,MIA,11/17/2015,MIA vs. MIN,L,12,0,-18
Tiago Splitter,ATL,11/17/2015,ATL @ BKN,L,12,2,7
Luis Scola,TOR,11/17/2015,TOR @ GSW,L,28,6,-7
Kemba Walker,CHA,11/17/2015,CHA @ NYK,L,38,31,-17
Bojan Bogdanovic,BKN,11/17/2015,BKN vs. ATL,W,22,0,-5
Greivis Vasquez,MIL,11/17/2015,MIL @ WAS,L,20,12,-10
Zach LaVine,MIN,11/17/2015,MIN @ MIA,W,28,17,23
Ian Clark,GSW,11/17/2015,GSW vs. TOR,W,6,4,-6
Cody Zeller,CHA,11/17/2015,CHA @ NYK,L,18,6,-7
Randy Foye,DEN,11/17/2015,DEN @ NOP,W,25,5,1
Justise Winslow,MIA,11/17/2015,MIA vs. MIN,L,31,8,-6
Marvin Williams,CHA,11/17/2015,CHA @ NYK,L,30,2,-4
Hassan Whiteside,MIA,11/17/2015,MIA vs. MIN,L,34,22,10
Jarrett Jack,BKN,11/17/2015,BKN vs. ATL,W,34,14,5
John Henson,MIL,11/17/2015,MIL @ WAS,L,16,10,2
Kyle Lowry,TOR,11/17/2015,TOR @ GSW,L,39,28,0
Mike Miller,DEN,11/17/2015,DEN @ NOP,W,4,0,-8
Miles Plumlee,MIL,11/17/2015,MIL @ WAS,L,6,2,-5
Johnny O'Bryant III,MIL,11/17/2015,MIL @ WAS,L,25,0,-11
Thaddeus Young,BKN,11/17/2015,BKN vs. ATL,W,33,16,16
Paul Millsap,ATL,11/17/2015,ATL @ BKN,L,35,17,-16
Kristaps Porzingis,NYK,11/17/2015,NYK vs. CHA,W,31,29,20
Nicolas Batum,CHA,11/17/2015,CHA @ NYK,L,35,4,-19
James Jones,CLE,11/17/2015,CLE @ DET,L,14,4,-3
Ramon Sessions,WAS,11/17/2015,WAS vs. MIL,W,20,7,-4
Kenneth Faried,DEN,11/17/2015,DEN @ NOP,W,26,11,24
Adreian Payne,MIN,11/17/2015,MIN @ MIA,W,17,8,5
Gorgui Dieng,MIN,11/17/2015,MIN @ MIA,W,22,5,-2
Justin Holiday,ATL,11/17/2015,ATL @ BKN,L,23,3,-2
Rodney Hood,UTA,11/18/2015,UTA vs. TOR,W,35,16,12
Steven Adams,OKC,11/18/2015,OKC vs. NOP,W,11,0,2
Patrick Patterson,TOR,11/18/2015,TOR @ UTA,L,16,0,1
Omri Casspi,SAC,11/18/2015,SAC @ ATL,L,22,8,-2
Doug McDermott,CHI,11/18/2015,CHI @ PHX,W,25,8,7
Isaiah Canaan,PHI,11/18/2015,PHI vs. IND,L,17,3,-7
Andrea Bargnani,BKN,11/18/2015,BKN @ CHA,L,12,8,-14
Mirza Teletovic,PHX,11/18/2015,PHX vs. CHI,L,13,6,13
Alexis Ajinca,NOP,11/18/2015,NOP @ OKC,L,23,12,-11
Marcus Thornton,HOU,11/18/2015,HOU vs. POR,W,15,3,-5
Emmanuel Mudiay,DEN,11/18/2015,DEN @ SAS,L,27,5,-18
Lavoy Allen,IND,11/18/2015,IND @ PHI,W,19,7,24
Devin Booker,PHX,11/18/2015,PHX vs. CHI,L,15,6,9
Kyle Anderson,SAS,11/18/2015,SAS vs. DEN,W,8,2,-4
Russell Westbrook,OKC,11/18/2015,OKC vs. NOP,W,36,43,-5
Clint Capela,HOU,11/18/2015,HOU vs. POR,W,13,4,6
Danny Green,SAS,11/18/2015,SAS vs. DEN,W,28,8,22
Allen Crabbe,POR,11/18/2015,POR @ HOU,L,39,15,-12
Jeremy Lamb,CHA,11/18/2015,CHA vs. BKN,W,21,6,6
Solomon Hill,IND,11/18/2015,IND @ PHI,W,11,4,-1
Anthony Morrow,OKC,11/18/2015,OKC vs. NOP,W,14,9,8
Jameer Nelson,DEN,11/18/2015,DEN @ SAS,L,21,7,7
Aaron Gordon,ORL,11/18/2015,ORL vs. MIN,W,14,5,-2
Dwight Powell,DAL,11/18/2015,DAL @ BOS,W,23,6,-18
Victor Oladipo,ORL,11/18/2015,ORL vs. MIN,W,20,1,-8
Monta Ellis,IND,11/18/2015,IND @ PHI,W,27,7,29
Joe Ingles,UTA,11/18/2015,UTA vs. TOR,W,9,0,-5
Rudy Gobert,UTA,11/18/2015,UTA vs. TOR,W,39,7,7
Tony Parker,SAS,11/18/2015,SAS vs. DEN,W,32,25,7
Bismack Biyombo,TOR,11/18/2015,TOR @ UTA,L,15,3,3
Danilo Gallinari,DEN,11/18/2015,DEN @ SAS,L,31,9,-3
Shelvin Mack,ATL,11/18/2015,ATL vs. SAC,W,16,6,3
Eric Gordon,NOP,11/18/2015,NOP @ OKC,L,37,18,2
Ben McLemore,SAC,11/18/2015,SAC @ ATL,L,18,11,-6
Chandler Parsons,DAL,11/18/2015,DAL @ BOS,W,21,8,1
Darrell Arthur,DEN,11/18/2015,DEN @ SAS,L,18,9,-7
Marvin Williams,CHA,11/18/2015,CHA vs. BKN,W,36,14,4
Trevor Ariza,HOU,11/18/2015,HOU vs. POR,W,37,18,7
Christian Wood,PHI,11/18/2015,PHI vs. IND,L,11,2,3
Jimmer Fredette,NOP,11/18/2015,NOP @ OKC,L,4,0,-9
Isaiah Thomas,BOS,11/18/2015,BOS vs. DAL,L,33,19,10
Spencer Hawes,CHA,11/18/2015,CHA vs. BKN,W,18,12,13
Al Jefferson,CHA,11/18/2015,CHA vs. BKN,W,30,18,-7
Kirk Hinrich,CHI,11/18/2015,CHI @ PHX,W,24,14,5
Elfrid Payton,ORL,11/18/2015,ORL vs. MIN,W,41,24,12
Randy Foye,DEN,11/18/2015,DEN @ SAS,L,16,0,-5
Jeremy Evans,DAL,11/18/2015,DAL @ BOS,W,1,0,-5
Thomas Robinson,BKN,11/18/2015,BKN @ CHA,L,9,4,-1
Markel Brown,BKN,11/18/2015,BKN @ CHA,L,5,0,6
Ty Lawson,HOU,11/18/2015,HOU vs. POR,W,20,2,-5
JaKarr Sampson,PHI,11/18/2015,PHI vs. IND,L,19,8,1
Thabo Sefolosha,ATL,11/18/2015,ATL vs. SAC,W,21,3,2
Terrence Jones,HOU,11/18/2015,HOU vs. POR,W,30,8,-7
Trevor Booker,UTA,11/18/2015,UTA vs. TOR,W,15,4,-12
Tyson Chandler,PHX,11/18/2015,PHX vs. CHI,L,31,6,-5
Shane Larkin,BKN,11/18/2015,BKN @ CHA,L,20,6,-8
JJ Hickson,DEN,11/18/2015,DEN @ SAS,L,16,6,-9
Kostas Papanikolaou,DEN,11/18/2015,DEN @ SAS,L,1,0,3
Dwight Howard,HOU,11/18/2015,HOU vs. POR,W,40,7,1
Dewayne Dedmon,ORL,11/18/2015,ORL vs. MIN,W,10,4,-3
Archie Goodwin,PHX,11/18/2015,PHX vs. CHI,L,7,0,-3
Marcus Smart,BOS,11/18/2015,BOS vs. DAL,L,26,2,-10
Gary Harris,DEN,11/18/2015,DEN @ SAS,L,27,15,-14
Andre Roberson,OKC,11/18/2015,OKC vs. NOP,W,29,8,-7
Wesley Matthews,DAL,11/18/2015,DAL @ BOS,W,33,18,11
Will Barton,DEN,11/18/2015,DEN @ SAS,L,22,9,0
Dennis Schroder,ATL,11/18/2015,ATL vs. SAC,W,32,22,3
Taj Gibson,CHI,11/18/2015,CHI @ PHX,W,27,6,7
Dirk Nowitzki,DAL,11/18/2015,DAL @ BOS,W,34,23,18
Brandon Knight,PHX,11/18/2015,PHX vs. CHI,L,38,23,-3
Joe Johnson,BKN,11/18/2015,BKN @ CHA,L,37,16,4
Jared Sullinger,BOS,11/18/2015,BOS vs. DAL,L,30,18,0
Thaddeus Young,BKN,11/18/2015,BKN @ CHA,L,33,27,3
Alex Len,PHX,11/18/2015,PHX vs. CHI,L,17,6,-1
Ian Mahinmi,IND,11/18/2015,IND @ PHI,W,28,2,43
Glenn Robinson III,IND,11/18/2015,IND @ PHI,W,21,9,0
Kelly Olynyk,BOS,11/18/2015,BOS vs. DAL,L,13,5,13
Chase Budinger,IND,11/18/2015,IND @ PHI,W,31,15,6
Nik Stauskas,PHI,11/18/2015,PHI vs. IND,L,21,7,-7
Cliff Alexander,POR,11/18/2015,POR @ HOU,L,4,2,-5
Mike Muscala,ATL,11/18/2015,ATL vs. SAC,W,10,2,5
Marco Belinelli,SAC,11/18/2015,SAC @ ATL,L,26,8,-6
Rudy Gay,SAC,11/18/2015,SAC @ ATL,L,29,14,0
T.J. McConnell,PHI,11/18/2015,PHI vs. IND,L,20,16,-9
Norman Powell,TOR,11/18/2015,TOR @ UTA,L,3,0,-1
Devin Harris,DAL,11/18/2015,DAL @ BOS,W,16,5,-14
James Johnson,TOR,11/18/2015,TOR @ UTA,L,15,4,5
Ryan Anderson,NOP,11/18/2015,NOP @ OKC,L,44,30,-7
Phil Pressey,PHI,11/18/2015,PHI vs. IND,L,19,9,-8
Trey Burke,UTA,11/18/2015,UTA vs. TOR,W,18,10,-8
Jahlil Okafor,PHI,11/18/2015,PHI vs. IND,L,31,14,-30
J.J. Barea,DAL,11/18/2015,DAL @ BOS,W,18,7,11
Quincy Acy,SAC,11/18/2015,SAC @ ATL,L,16,0,-10
Nicolas Batum,CHA,11/18/2015,CHA vs. BKN,W,41,24,4
Kevin Martin,MIN,11/18/2015,MIN @ ORL,L,21,12,5
Karl-Anthony Towns,MIN,11/18/2015,MIN @ ORL,L,37,21,-7
Pau Gasol,CHI,11/18/2015,CHI @ PHX,W,28,17,1
David Lee,BOS,11/18/2015,BOS vs. DAL,L,15,14,-1
Willie Cauley-Stein,SAC,11/18/2015,SAC @ ATL,L,14,0,8
Zaza Pachulia,DAL,11/18/2015,DAL @ BOS,W,32,14,13
Chris Johnson,UTA,11/18/2015,UTA vs. TOR,W,5,0,4
James Harden,HOU,11/18/2015,HOU vs. POR,W,47,45,10
Cory Joseph,TOR,11/18/2015,TOR @ UTA,L,22,8,0
Tayshaun Prince,MIN,11/18/2015,MIN @ ORL,L,30,4,-3
Aaron Brooks,CHI,11/18/2015,CHI @ PHX,W,19,12,6
Raymond Felton,DAL,11/18/2015,DAL @ BOS,W,25,9,6
Dion Waiters,OKC,11/18/2015,OKC vs. NOP,W,31,4,1
Gerald Henderson,POR,11/18/2015,POR @ HOU,L,15,9,2
Jeff Withey,UTA,11/18/2015,UTA vs. TOR,W,8,2,-4
Luis Scola,TOR,11/18/2015,TOR @ UTA,L,30,22,-7
Adreian Payne,MIN,11/18/2015,MIN @ ORL,L,16,0,0
Jarrett Jack,BKN,11/18/2015,BKN @ CHA,L,33,16,4
Nemanja Bjelica,MIN,11/18/2015,MIN @ ORL,L,19,3,10
Nikola Jokic,DEN,11/18/2015,DEN @ SAS,L,32,23,-2
Nick Collison,OKC,11/18/2015,OKC vs. NOP,W,18,2,8
Gorgui Dieng,MIN,11/18/2015,MIN @ ORL,L,21,7,-7
Andrew Nicholson,ORL,11/18/2015,ORL vs. MIN,W,22,8,17
Tiago Splitter,ATL,11/18/2015,ATL vs. SAC,W,20,7,-2
Nikola Vucevic,ORL,11/18/2015,ORL vs. MIN,W,16,8,-10
Wayne Ellington,BKN,11/18/2015,BKN @ CHA,L,14,4,-13
Kawhi Leonard,SAS,11/18/2015,SAS vs. DEN,W,37,20,8
Gordon Hayward,UTA,11/18/2015,UTA vs. TOR,W,35,17,9
Alonzo Gee,NOP,11/18/2015,NOP @ OKC,L,31,3,-2
Zach LaVine,MIN,11/18/2015,MIN @ ORL,L,30,14,2
Joakim Noah,CHI,11/18/2015,CHI @ PHX,W,20,0,5
Channing Frye,ORL,11/18/2015,ORL vs. MIN,W,7,0,4
Andrew Wiggins,MIN,11/18/2015,MIN @ ORL,L,38,28,-8
Kemba Walker,CHA,11/18/2015,CHA vs. BKN,W,29,18,-2
David West,SAS,11/18/2015,SAS vs. DEN,W,16,9,2
Evan Turner,BOS,11/18/2015,BOS vs. DAL,L,24,6,-17
Patty Mills,SAS,11/18/2015,SAS vs. DEN,W,25,17,-8
Luke Babbitt,NOP,11/18/2015,NOP @ OKC,L,27,5,-8
Ish Smith,NOP,11/18/2015,NOP @ OKC,L,34,18,0
Amir Johnson,BOS,11/18/2015,BOS vs. DAL,L,28,6,-16
Damian Lillard,POR,11/18/2015,POR @ HOU,L,41,23,-5
LaMarcus Aldridge,SAS,11/18/2015,SAS vs. DEN,W,32,11,9
Justin Holiday,ATL,11/18/2015,ATL vs. SAC,W,18,6,-7
Maurice Harkless,POR,11/18/2015,POR @ HOU,L,19,3,3
Paul Millsap,ATL,11/18/2015,ATL vs. SAC,W,35,23,4
Jordan Hill,IND,11/18/2015,IND @ PHI,W,21,10,-16
Joe Young,IND,11/18/2015,IND @ PHI,W,21,4,-2
CJ Miles,IND,11/18/2015,IND @ PHI,W,30,20,29
D.J. Augustin,OKC,11/18/2015,OKC vs. NOP,W,16,9,12
DeMar DeRozan,TOR,11/18/2015,TOR @ UTA,L,35,14,-9
Evan Fournier,ORL,11/18/2015,ORL vs. MIN,W,43,26,11
Kyle Singler,OKC,11/18/2015,OKC vs. NOP,W,21,5,16
PJ Tucker,PHX,11/18/2015,PHX vs. CHI,L,34,20,-16
Jon Leuer,PHX,11/18/2015,PHX vs. CHI,L,6,1,-8
Tim Frazier,POR,11/18/2015,POR @ HOU,L,6,0,11
Tony Snell,CHI,11/18/2015,CHI @ PHX,W,19,0,9
Montrezl Harrell,HOU,11/18/2015,HOU vs. POR,W,6,0,-3
Toney Douglas,NOP,11/18/2015,NOP @ OKC,L,14,8,-8
CJ McCollum,POR,11/18/2015,POR @ HOU,L,38,19,-8
Tim Duncan,SAS,11/18/2015,SAS vs. DEN,W,28,12,15
Ricky Rubio,MIN,11/18/2015,MIN @ ORL,L,35,8,0
Al Horford,ATL,11/18/2015,ATL vs. SAC,W,32,17,5
Robert Covington,PHI,11/18/2015,PHI vs. IND,L,23,8,-19
Jason Terry,HOU,11/18/2015,HOU vs. POR,W,29,5,8
Shabazz Muhammad,MIN,11/18/2015,MIN @ ORL,L,17,4,-7
DeMarre Carroll,TOR,11/18/2015,TOR @ UTA,L,35,7,-5
Shabazz Napier,ORL,11/18/2015,ORL vs. MIN,W,15,9,-15
Serge Ibaka,OKC,11/18/2015,OKC vs. NOP,W,33,6,-1
Nerlens Noel,PHI,11/18/2015,PHI vs. IND,L,24,2,-23
Brook Lopez,BKN,11/18/2015,BKN @ CHA,L,35,23,6
DeMarcus Cousins,SAC,11/18/2015,SAC @ ATL,L,34,24,-6
Kyle Korver,ATL,11/18/2015,ATL vs. SAC,W,32,8,11
Al-Farouq Aminu,POR,11/18/2015,POR @ HOU,L,37,16,-9
Jerami Grant,PHI,11/18/2015,PHI vs. IND,L,29,13,-16
Lamar Patterson,ATL,11/18/2015,ATL vs. SAC,W,25,9,6
Frank Kaminsky,CHA,11/18/2015,CHA vs. BKN,W,23,11,5
Hollis Thompson,PHI,11/18/2015,PHI vs. IND,L,27,3,-20
Jeremy Lin,CHA,11/18/2015,CHA vs. BKN,W,29,13,8
Ronnie Price,PHX,11/18/2015,PHX vs. CHI,L,11,2,-3
Nikola Mirotic,CHI,11/18/2015,CHI @ PHX,W,21,10,-1
Darren Collison,SAC,11/18/2015,SAC @ ATL,L,28,7,0
Dante Cunningham,NOP,11/18/2015,NOP @ OKC,L,27,9,8
Jae Crowder,BOS,11/18/2015,BOS vs. DAL,L,35,14,-1
Derrick Favors,UTA,11/18/2015,UTA vs. TOR,W,32,18,16
Jonas Jerebko,BOS,11/18/2015,BOS vs. DAL,L,5,0,-2
Jimmy Butler,CHI,11/18/2015,CHI @ PHX,W,43,32,4
Noah Vonleh,POR,11/18/2015,POR @ HOU,L,13,4,3
E'Twaun Moore,CHI,11/18/2015,CHI @ PHX,W,14,4,-13
Avery Bradley,BOS,11/18/2015,BOS vs. DAL,L,31,18,4
Eric Bledsoe,PHX,11/18/2015,PHX vs. CHI,L,39,21,-2
Ed Davis,POR,11/18/2015,POR @ HOU,L,18,3,-6
Bojan Bogdanovic,BKN,11/18/2015,BKN @ CHA,L,18,2,-4
Raul Neto,UTA,11/18/2015,UTA vs. TOR,W,18,6,9
Kenneth Faried,DEN,11/18/2015,DEN @ SAS,L,29,15,-7
Rajon Rondo,SAC,11/18/2015,SAC @ ATL,L,31,12,-4
Jason Smith,ORL,11/18/2015,ORL vs. MIN,W,27,5,16
Rondae Hollis-Jefferson,BKN,11/18/2015,BKN @ CHA,L,25,5,-8
Cody Zeller,CHA,11/18/2015,CHA vs. BKN,W,14,0,-6
Enes Kanter,OKC,11/18/2015,OKC vs. NOP,W,31,24,1
Deron Williams,DAL,11/18/2015,DAL @ BOS,W,37,16,-3
Mario Hezonja,ORL,11/18/2015,ORL vs. MIN,W,8,2,-8
Corey Brewer,HOU,11/18/2015,HOU vs. POR,W,27,16,13
Paul George,IND,11/18/2015,IND @ PHI,W,32,34,23
Alec Burks,UTA,11/18/2015,UTA vs. TOR,W,27,13,-8
Tobias Harris,ORL,11/18/2015,ORL vs. MIN,W,42,12,1
Kosta Koufos,SAC,11/18/2015,SAC @ ATL,L,21,13,-4
